Date,Key,NewCases,NewDeaths,NewMild,NewSevere,NewCritical,CurrentlyMild,CurrentlySevere,CurrentlyCritical
2020-04-29,MX_JAL,9,0,7,1,0,71,20,8
2020-04-30,MX_JAL,23,3,18,3,1,74,23,9
2020-05-01,MX_JAL,29,2,23,4,1,91,27,10
2020-05-02,MX_JAL,11,2,9,2,1,94,26,10
2020-05-03,MX_JAL,31,1,25,5,2,110,29,11
2020-05-04,MX_JAL,29,1,23,4,1,116,32,12
2020-05-05,MX_JAL,24,1,19,4,1,125,32,13
2020-05-06,MX_JAL,22,2,18,3,1,135,35,13
2020-05-07,MX_JAL,16,4,13,2,1,130,36,14
2020-05-08,MX_JAL,49,6,39,7,2,146,42,15
2020-05-09,MX_JAL,36,1,29,5,2,166,44,17
2020-05-10,MX_JAL,2,4,2,0,0,142,42,16
2020-05-11,MX_JAL,43,3,34,6,2,154,47,18
2020-05-12,MX_JAL,31,0,25,5,2,159,48,18
2020-05-13,MX_JAL,32,4,26,5,2,167,49,19
2020-02-07,MX_MEX,0,0,0,0,0,0,0,0
2020-02-08,MX_MEX,0,0,0,0,0,0,0,0
2020-02-09,MX_MEX,0,0,0,0,0,0,0,0
2020-02-10,MX_MEX,0,0,0,0,0,0,0,0
2020-02-11,MX_MEX,0,0,0,0,0,0,0,0
2020-02-12,MX_MEX,0,0,0,0,0,0,0,0
2020-02-13,MX_MEX,0,0,0,0,0,0,0,0
2020-02-14,MX_MEX,0,0,0,0,0,0,0,0
2020-02-15,MX_MEX,0,0,0,0,0,0,0,0
2020-02-16,MX_MEX,0,0,0,0,0,0,0,0
2020-02-17,MX_MEX,0,0,0,0,0,0,0,0
2020-02-18,MX_MEX,0,0,0,0,0,0,0,0
2020-02-19,MX_MEX,0,0,0,0,0,0,0,0
2020-02-20,MX_MEX,0,0,0,0,0,0,0,0
2020-02-21,MX_MEX,0,0,0,0,0,0,0,0
2020-02-22,MX_MEX,0,0,0,0,0,0,0,0
2020-02-23,MX_MEX,0,0,0,0,0,0,0,0
2020-02-24,MX_MEX,0,0,0,0,0,0,0,0
2020-02-25,MX_MEX,0,0,0,0,0,0,0,0
2020-02-26,MX_MEX,0,0,0,0,0,0,0,0
2020-02-27,MX_MEX,0,0,0,0,0,0,0,0
2020-02-28,MX_MEX,0,0,0,0,0,0,0,0
2020-02-29,MX_MEX,0,0,0,0,0,0,0,0
2020-03-01,MX_MEX,0,0,0,0,0,0,0,0
2020-03-02,MX_MEX,0,0,0,0,0,0,0,0
2020-03-03,MX_MEX,0,0,0,0,0,0,0,0
2020-03-04,MX_MEX,0,0,0,0,0,0,0,0
2020-03-05,MX_MEX,0,0,0,0,0,0,0,0
2020-03-06,MX_MEX,1,0,1,0,0,1,0,0
2020-03-07,MX_MEX,0,0,0,0,0,1,0,0
2020-03-08,MX_MEX,0,0,0,0,0,1,0,0
2020-03-09,MX_MEX,0,0,0,0,0,1,0,0
2020-03-10,MX_MEX,0,0,0,0,0,1,0,0
2020-03-11,MX_MEX,1,0,1,0,0,2,0,0
2020-03-12,MX_MEX,1,0,1,0,0,2,0,0
2020-03-13,MX_MEX,0,0,0,0,0,2,0,0
2020-03-14,MX_MEX,0,0,0,0,0,2,0,0
2020-03-15,MX_MEX,1,0,1,0,0,2,1,0
2020-03-16,MX_MEX,5,0,4,1,0,6,1,0
2020-03-17,MX_MEX,1,0,1,0,0,7,2,0
2020-03-18,MX_MEX,0,0,0,0,0,6,1,0
2020-03-19,MX_MEX,0,0,0,0,0,6,1,0
2020-03-20,MX_MEX,4,0,3,1,0,9,2,1
2020-03-21,MX_MEX,0,0,0,0,0,9,2,1
2020-03-22,MX_MEX,8,0,6,1,0,14,3,1
2020-03-23,MX_MEX,0,0,0,0,0,10,3,1
2020-03-24,MX_MEX,0,0,0,0,0,10,3,1
2020-03-25,MX_MEX,4,0,3,1,0,13,3,1
2020-03-26,MX_MEX,20,0,16,3,1,29,6,2
2020-03-27,MX_MEX,24,0,19,4,1,45,10,3
2020-03-28,MX_MEX,15,0,12,2,1,57,11,4
2020-03-29,MX_MEX,34,0,27,5,2,78,16,6
2020-03-30,MX_MEX,17,1,14,3,1,91,19,7
2020-03-31,MX_MEX,13,0,10,2,1,102,21,7
2020-04-01,MX_MEX,8,0,6,1,0,105,21,7
2020-04-02,MX_MEX,14,0,11,2,1,100,24,8
2020-04-03,MX_MEX,6,0,5,1,0,86,23,8
2020-04-04,MX_MEX,3,2,2,0,0,76,24,8
2020-04-05,MX_MEX,24,0,19,4,1,68,27,10
2020-04-06,MX_MEX,57,5,46,9,3,100,35,12
2020-04-07,MX_MEX,59,1,47,9,3,137,41,15
2020-04-08,MX_MEX,34,2,27,5,2,158,43,17
2020-04-09,MX_MEX,45,0,36,7,2,182,47,19
2020-04-10,MX_MEX,71,5,57,11,4,234,53,21
2020-04-11,MX_MEX,28,3,22,4,1,254,54,21
2020-04-12,MX_MEX,25,3,20,4,1,255,56,22
2020-04-13,MX_MEX,35,5,28,5,2,238,60,22
2020-04-14,MX_MEX,44,8,35,7,2,226,65,23
2020-04-15,MX_MEX,57,8,46,9,3,244,72,26
2020-04-16,MX_MEX,36,3,29,5,2,237,77,27
2020-04-17,MX_MEX,59,3,47,9,3,227,82,29
2020-04-18,MX_MEX,32,3,26,5,2,230,79,30
2020-04-19,MX_MEX,91,3,73,14,5,283,84,35
2020-04-20,MX_MEX,24,3,19,4,1,274,82,35
2020-04-21,MX_MEX,112,13,90,17,6,329,92,38
2020-04-22,MX_MEX,144,11,115,22,7,398,103,42
2020-04-23,MX_MEX,88,13,70,13,4,440,112,45
2020-04-24,MX_MEX,200,9,160,30,10,553,138,52
2020-04-25,MX_MEX,163,6,130,24,8,658,157,57
2020-04-26,MX_MEX,86,6,69,13,4,654,164,60
2020-04-27,MX_MEX,59,6,47,9,3,682,164,62
2020-04-28,MX_MEX,213,6,170,32,11,762,191,70
2020-04-29,MX_MEX,87,15,70,13,4,717,195,73
2020-04-30,MX_MEX,205,26,164,31,10,810,221,80
2020-05-01,MX_MEX,246,16,197,37,12,847,244,90
2020-05-02,MX_MEX,111,6,89,17,6,806,257,93
2020-05-03,MX_MEX,227,8,182,34,11,918,274,103
2020-05-04,MX_MEX,244,8,195,37,12,1066,289,110
2020-05-05,MX_MEX,124,20,99,19,6,995,295,115
2020-05-06,MX_MEX,164,17,131,25,8,1057,289,118
2020-05-07,MX_MEX,307,31,246,46,15,1138,311,126
2020-05-08,MX_MEX,182,25,146,27,9,1087,325,131
2020-05-09,MX_MEX,162,21,130,24,8,1128,341,129
2020-05-10,MX_MEX,121,19,97,18,6,1043,327,127
2020-05-11,MX_MEX,111,3,89,17,6,937,331,128
2020-05-12,MX_MEX,264,35,211,40,13,1049,339,138
2020-05-13,MX_MEX,168,27,134,25,8,1052,328,136
2020-02-07,MX_MIC,0,0,0,0,0,0,0,0
2020-02-08,MX_MIC,0,0,0,0,0,0,0,0
2020-02-09,MX_MIC,0,0,0,0,0,0,0,0
2020-02-10,MX_MIC,0,0,0,0,0,0,0,0
2020-02-11,MX_MIC,0,0,0,0,0,0,0,0
2020-02-12,MX_MIC,0,0,0,0,0,0,0,0
2020-02-13,MX_MIC,0,0,0,0,0,0,0,0
2020-02-14,MX_MIC,0,0,0,0,0,0,0,0
2020-02-15,MX_MIC,0,0,0,0,0,0,0,0
2020-02-16,MX_MIC,0,0,0,0,0,0,0,0
2020-02-17,MX_MIC,0,0,0,0,0,0,0,0
2020-02-18,MX_MIC,0,0,0,0,0,0,0,0
2020-02-19,MX_MIC,0,0,0,0,0,0,0,0
2020-02-20,MX_MIC,0,0,0,0,0,0,0,0
2020-02-21,MX_MIC,0,0,0,0,0,0,0,0
2020-02-22,MX_MIC,0,0,0,0,0,0,0,0
2020-02-23,MX_MIC,0,0,0,0,0,0,0,0
2020-02-24,MX_MIC,0,0,0,0,0,0,0,0
2020-02-25,MX_MIC,0,0,0,0,0,0,0,0
2020-02-26,MX_MIC,0,0,0,0,0,0,0,0
2020-02-27,MX_MIC,0,0,0,0,0,0,0,0
2020-02-28,MX_MIC,0,0,0,0,0,0,0,0
2020-02-29,MX_MIC,0,0,0,0,0,0,0,0
2020-03-01,MX_MIC,0,0,0,0,0,0,0,0
2020-03-02,MX_MIC,0,0,0,0,0,0,0,0
2020-03-03,MX_MIC,0,0,0,0,0,0,0,0
2020-03-04,MX_MIC,0,0,0,0,0,0,0,0
2020-03-05,MX_MIC,0,0,0,0,0,0,0,0
2020-03-06,MX_MIC,0,0,0,0,0,0,0,0
2020-03-07,MX_MIC,0,0,0,0,0,0,0,0
2020-03-08,MX_MIC,0,0,0,0,0,0,0,0
2020-03-09,MX_MIC,0,0,0,0,0,0,0,0
2020-03-10,MX_MIC,0,0,0,0,0,0,0,0
2020-03-11,MX_MIC,0,0,0,0,0,0,0,0
2020-03-12,MX_MIC,0,0,0,0,0,0,0,0
2020-03-13,MX_MIC,0,0,0,0,0,0,0,0
2020-03-14,MX_MIC,0,0,0,0,0,0,0,0
2020-03-15,MX_MIC,0,0,0,0,0,0,0,0
2020-03-16,MX_MIC,0,0,0,0,0,0,0,0
2020-03-17,MX_MIC,0,0,0,0,0,0,0,0
2020-03-18,MX_MIC,0,0,0,0,0,0,0,0
2020-03-19,MX_MIC,0,0,0,0,0,0,0,0
2020-03-20,MX_MIC,0,0,0,0,0,0,0,0
2020-03-21,MX_MIC,0,0,0,0,0,0,0,0
2020-03-22,MX_MIC,3,0,2,0,0,2,0,0
2020-03-23,MX_MIC,4,0,3,1,0,6,1,0
2020-03-24,MX_MIC,1,0,1,0,0,6,1,0
2020-03-25,MX_MIC,2,0,2,0,0,8,1,0
2020-03-26,MX_MIC,1,0,1,0,0,9,2,1
2020-03-27,MX_MIC,5,1,4,1,0,13,2,1
2020-03-28,MX_MIC,1,0,1,0,0,14,3,1
2020-03-29,MX_MIC,0,0,0,0,0,11,3,1
2020-03-30,MX_MIC,0,0,0,0,0,8,3,1
2020-03-31,MX_MIC,4,0,3,1,0,10,3,1
2020-04-01,MX_MIC,3,0,2,0,0,11,4,1
2020-04-02,MX_MIC,0,0,0,0,0,10,4,1
2020-04-03,MX_MIC,0,0,0,0,0,6,3,1
2020-04-04,MX_MIC,5,0,4,1,0,10,3,1
2020-04-05,MX_MIC,1,2,1,0,0,10,3,2
2020-04-06,MX_MIC,3,0,2,0,0,13,3,2
2020-04-07,MX_MIC,1,1,1,0,0,10,3,1
2020-04-08,MX_MIC,2,1,2,0,0,10,3,1
2020-04-09,MX_MIC,10,0,8,2,0,18,4,2
2020-04-10,MX_MIC,0,2,0,0,0,18,4,2
2020-04-11,MX_MIC,4,1,3,1,0,17,5,2
2020-04-12,MX_MIC,11,1,9,2,1,25,6,2
2020-04-13,MX_MIC,1,0,1,0,0,23,6,2
2020-04-14,MX_MIC,5,2,4,1,0,26,6,3
2020-04-15,MX_MIC,3,1,2,0,0,27,7,2
2020-04-16,MX_MIC,14,1,11,2,1,30,8,3
2020-04-17,MX_MIC,15,1,12,2,1,42,10,4
2020-04-18,MX_MIC,8,2,6,1,0,46,11,4
2020-04-19,MX_MIC,8,1,6,1,0,43,12,4
2020-04-20,MX_MIC,12,0,10,2,1,52,14,5
2020-04-21,MX_MIC,12,2,10,2,1,58,14,5
2020-04-22,MX_MIC,7,2,6,1,0,61,15,6
2020-04-23,MX_MIC,22,3,18,3,1,67,18,7
2020-04-24,MX_MIC,11,2,9,2,1,64,18,7
2020-04-25,MX_MIC,16,2,13,2,1,70,20,7
2020-04-26,MX_MIC,15,3,12,2,1,76,21,8
2020-04-27,MX_MIC,9,3,7,1,0,74,22,8
2020-04-28,MX_MIC,39,3,31,6,2,95,26,10
2020-04-29,MX_MIC,29,1,23,4,1,113,28,11
2020-04-30,MX_MIC,36,4,29,5,2,124,32,13
2020-05-01,MX_MIC,32,3,26,5,2,141,36,14
2020-05-02,MX_MIC,23,3,18,3,1,146,38,14
2020-05-03,MX_MIC,3,3,2,0,0,137,36,14
2020-05-04,MX_MIC,7,3,6,1,0,135,36,14
2020-05-05,MX_MIC,19,2,15,3,1,119,36,14
2020-05-06,MX_MIC,29,1,23,4,1,119,39,15
2020-05-07,MX_MIC,51,1,41,8,3,131,44,17
2020-05-08,MX_MIC,32,1,26,5,2,131,46,18
2020-05-09,MX_MIC,55,3,44,8,3,157,53,20
2020-05-10,MX_MIC,14,5,11,2,1,166,50,20
2020-05-11,MX_MIC,8,4,6,1,0,166,46,19
2020-05-12,MX_MIC,36,2,29,5,2,180,46,21
2020-05-13,MX_MIC,67,4,54,10,3,210,52,22
2020-02-07,MX_MOR,0,0,0,0,0,0,0,0
2020-02-08,MX_MOR,0,0,0,0,0,0,0,0
2020-02-09,MX_MOR,0,0,0,0,0,0,0,0
2020-02-10,MX_MOR,0,0,0,0,0,0,0,0
2020-02-11,MX_MOR,0,0,0,0,0,0,0,0
2020-02-12,MX_MOR,0,0,0,0,0,0,0,0
2020-02-13,MX_MOR,0,0,0,0,0,0,0,0
2020-02-14,MX_MOR,0,0,0,0,0,0,0,0
2020-02-15,MX_MOR,0,0,0,0,0,0,0,0
2020-02-16,MX_MOR,0,0,0,0,0,0,0,0
2020-02-17,MX_MOR,0,0,0,0,0,0,0,0
2020-02-18,MX_MOR,0,0,0,0,0,0,0,0
2020-02-19,MX_MOR,0,0,0,0,0,0,0,0
2020-02-20,MX_MOR,0,0,0,0,0,0,0,0
2020-02-21,MX_MOR,0,0,0,0,0,0,0,0
2020-02-22,MX_MOR,0,0,0,0,0,0,0,0
2020-02-23,MX_MOR,0,0,0,0,0,0,0,0
2020-02-24,MX_MOR,0,0,0,0,0,0,0,0
2020-02-25,MX_MOR,0,0,0,0,0,0,0,0
2020-02-26,MX_MOR,0,0,0,0,0,0,0,0
2020-02-27,MX_MOR,0,0,0,0,0,0,0,0
2020-02-28,MX_MOR,0,0,0,0,0,0,0,0
2020-02-29,MX_MOR,0,0,0,0,0,0,0,0
2020-03-01,MX_MOR,0,0,0,0,0,0,0,0
2020-03-02,MX_MOR,0,0,0,0,0,0,0,0
2020-03-03,MX_MOR,0,0,0,0,0,0,0,0
2020-03-04,MX_MOR,0,0,0,0,0,0,0,0
2020-03-05,MX_MOR,0,0,0,0,0,0,0,0
2020-03-06,MX_MOR,0,0,0,0,0,0,0,0
2020-03-07,MX_MOR,0,0,0,0,0,0,0,0
2020-03-08,MX_MOR,0,0,0,0,0,0,0,0
2020-03-09,MX_MOR,0,0,0,0,0,0,0,0
2020-03-10,MX_MOR,0,0,0,0,0,0,0,0
2020-03-11,MX_MOR,0,0,0,0,0,0,0,0
2020-03-12,MX_MOR,0,0,0,0,0,0,0,0
2020-03-13,MX_MOR,0,0,0,0,0,0,0,0
2020-03-14,MX_MOR,0,0,0,0,0,0,0,0
2020-03-15,MX_MOR,0,0,0,0,0,0,0,0
2020-03-16,MX_MOR,0,0,0,0,0,0,0,0
2020-03-17,MX_MOR,0,0,0,0,0,0,0,0
2020-03-18,MX_MOR,0,0,0,0,0,0,0,0
2020-03-19,MX_MOR,0,0,0,0,0,0,0,0
2020-03-20,MX_MOR,2,0,2,0,0,2,0,0
2020-03-21,MX_MOR,0,0,0,0,0,2,0,0
2020-03-22,MX_MOR,0,0,0,0,0,2,0,0
2020-03-23,MX_MOR,0,0,0,0,0,2,0,0
2020-03-24,MX_MOR,0,0,0,0,0,2,0,0
2020-03-25,MX_MOR,0,0,0,0,0,2,0,0
2020-03-26,MX_MOR,2,0,2,0,0,3,1,0
2020-03-27,MX_MOR,0,0,0,0,0,2,1,0
2020-03-28,MX_MOR,0,0,0,0,0,2,1,0
2020-03-29,MX_MOR,2,1,2,0,0,3,1,0
2020-03-30,MX_MOR,0,0,0,0,0,3,1,0
2020-03-31,MX_MOR,1,0,1,0,0,4,1,0
2020-04-01,MX_MOR,2,0,2,0,0,6,1,0
2020-04-02,MX_MOR,0,2,0,0,0,4,1,0
2020-04-03,MX_MOR,3,0,2,0,0,6,1,1
2020-04-04,MX_MOR,2,0,2,0,0,8,2,1
2020-04-05,MX_MOR,1,0,1,0,0,7,2,1
2020-04-06,MX_MOR,2,0,2,0,0,9,2,1
2020-04-07,MX_MOR,7,1,6,1,0,14,3,1
2020-04-08,MX_MOR,2,1,2,0,0,14,3,1
2020-04-09,MX_MOR,9,2,7,1,0,21,5,2
2020-04-10,MX_MOR,0,0,0,0,0,18,4,2
2020-04-11,MX_MOR,5,0,4,1,0,21,5,2
2020-04-12,MX_MOR,4,0,3,1,0,23,6,2
2020-04-13,MX_MOR,5,0,4,1,0,26,6,2
2020-04-14,MX_MOR,4,2,3,1,0,23,7,2
2020-04-15,MX_MOR,3,1,2,0,0,24,7,2
2020-04-16,MX_MOR,2,0,2,0,0,18,7,2
2020-04-17,MX_MOR,15,0,12,2,1,30,9,3
2020-04-18,MX_MOR,4,1,3,1,0,30,9,3
2020-04-19,MX_MOR,5,1,4,1,0,30,9,3
2020-04-20,MX_MOR,3,0,2,0,0,29,9,4
2020-04-21,MX_MOR,4,2,3,1,0,29,8,4
2020-04-22,MX_MOR,7,4,6,1,0,32,9,4
2020-04-23,MX_MOR,16,2,13,2,1,43,11,4
2020-04-24,MX_MOR,23,4,18,3,1,50,14,5
2020-04-25,MX_MOR,23,1,18,3,1,65,16,6
2020-04-26,MX_MOR,20,2,16,3,1,77,19,7
2020-04-27,MX_MOR,3,0,2,0,0,77,19,7
2020-04-28,MX_MOR,48,1,38,7,2,112,26,9
2020-04-29,MX_MOR,32,2,26,5,2,132,28,10
2020-04-30,MX_MOR,46,6,37,7,2,156,34,13
2020-05-01,MX_MOR,42,7,34,6,2,171,40,15
2020-05-02,MX_MOR,51,3,41,8,3,194,47,16
2020-05-03,MX_MOR,13,3,10,2,1,188,49,17
2020-05-04,MX_MOR,74,8,59,11,4,245,59,20
2020-05-05,MX_MOR,52,12,42,8,3,248,64,23
2020-05-06,MX_MOR,58,5,46,9,3,269,69,25
2020-05-07,MX_MOR,45,10,36,7,2,268,73,27
2020-05-08,MX_MOR,55,9,44,8,3,278,78,29
2020-05-09,MX_MOR,63,6,50,9,3,288,87,31
2020-05-10,MX_MOR,26,0,21,4,1,298,84,31
2020-05-11,MX_MOR,15,0,12,2,1,251,81,31
2020-05-12,MX_MOR,55,26,44,8,3,254,82,34
2020-05-13,MX_MOR,39,9,31,6,2,238,82,33
2020-02-07,MX_NAY,0,0,0,0,0,0,0,0
2020-02-08,MX_NAY,0,0,0,0,0,0,0,0
2020-02-09,MX_NAY,0,0,0,0,0,0,0,0
2020-02-10,MX_NAY,0,0,0,0,0,0,0,0
2020-02-11,MX_NAY,0,0,0,0,0,0,0,0
2020-02-12,MX_NAY,0,0,0,0,0,0,0,0
2020-02-13,MX_NAY,0,0,0,0,0,0,0,0
2020-02-14,MX_NAY,0,0,0,0,0,0,0,0
2020-02-15,MX_NAY,0,0,0,0,0,0,0,0
2020-02-16,MX_NAY,0,0,0,0,0,0,0,0
2020-02-17,MX_NAY,0,0,0,0,0,0,0,0
2020-02-18,MX_NAY,0,0,0,0,0,0,0,0
2020-02-19,MX_NAY,0,0,0,0,0,0,0,0
2020-02-20,MX_NAY,0,0,0,0,0,0,0,0
2020-02-21,MX_NAY,0,0,0,0,0,0,0,0
2020-02-22,MX_NAY,0,0,0,0,0,0,0,0
2020-02-23,MX_NAY,0,0,0,0,0,0,0,0
2020-02-24,MX_NAY,0,0,0,0,0,0,0,0
2020-02-25,MX_NAY,0,0,0,0,0,0,0,0
2020-02-26,MX_NAY,0,0,0,0,0,0,0,0
2020-02-27,MX_NAY,0,0,0,0,0,0,0,0
2020-02-28,MX_NAY,0,0,0,0,0,0,0,0
2020-02-29,MX_NAY,0,0,0,0,0,0,0,0
2020-03-01,MX_NAY,0,0,0,0,0,0,0,0
2020-03-02,MX_NAY,0,0,0,0,0,0,0,0
2020-03-03,MX_NAY,0,0,0,0,0,0,0,0
2020-03-04,MX_NAY,0,0,0,0,0,0,0,0
2020-03-05,MX_NAY,0,0,0,0,0,0,0,0
2020-03-06,MX_NAY,0,0,0,0,0,0,0,0
2020-03-07,MX_NAY,0,0,0,0,0,0,0,0
2020-03-08,MX_NAY,0,0,0,0,0,0,0,0
2020-03-09,MX_NAY,0,0,0,0,0,0,0,0
2020-03-10,MX_NAY,0,0,0,0,0,0,0,0
2020-03-11,MX_NAY,0,0,0,0,0,0,0,0
2020-03-12,MX_NAY,0,0,0,0,0,0,0,0
2020-03-13,MX_NAY,0,0,0,0,0,0,0,0
2020-03-14,MX_NAY,0,0,0,0,0,0,0,0
2020-03-15,MX_NAY,0,0,0,0,0,0,0,0
2020-03-16,MX_NAY,0,0,0,0,0,0,0,0
2020-03-17,MX_NAY,0,0,0,0,0,0,0,0
2020-03-18,MX_NAY,0,0,0,0,0,0,0,0
2020-03-19,MX_NAY,0,0,0,0,0,0,0,0
2020-03-20,MX_NAY,0,0,0,0,0,0,0,0
2020-03-21,MX_NAY,1,0,1,0,0,1,0,0
2020-03-22,MX_NAY,0,0,0,0,0,1,0,0
2020-03-23,MX_NAY,0,0,0,0,0,1,0,0
2020-03-24,MX_NAY,0,0,0,0,0,1,0,0
2020-03-25,MX_NAY,3,0,2,0,0,3,1,0
2020-03-26,MX_NAY,0,0,0,0,0,3,1,0
2020-03-27,MX_NAY,1,0,1,0,0,4,1,0
2020-03-28,MX_NAY,0,0,0,0,0,3,1,0
2020-03-29,MX_NAY,0,0,0,0,0,3,1,0
2020-03-30,MX_NAY,1,0,1,0,0,4,1,0
2020-03-31,MX_NAY,0,0,0,0,0,4,1,0
2020-04-01,MX_NAY,2,1,2,0,0,3,1,0
2020-04-02,MX_NAY,0,0,0,0,0,3,1,0
2020-04-03,MX_NAY,0,0,0,0,0,2,1,0
2020-04-04,MX_NAY,1,0,1,0,0,3,1,0
2020-04-05,MX_NAY,0,0,0,0,0,3,1,0
2020-04-06,MX_NAY,1,0,1,0,0,3,1,0
2020-04-07,MX_NAY,0,0,0,0,0,3,1,0
2020-04-08,MX_NAY,2,0,2,0,0,3,1,1
2020-04-09,MX_NAY,4,2,3,1,0,6,2,1
2020-04-10,MX_NAY,3,0,2,0,0,9,2,1
2020-04-11,MX_NAY,2,1,2,0,0,10,2,1
2020-04-12,MX_NAY,1,0,1,0,0,10,2,1
2020-04-13,MX_NAY,3,0,2,0,0,12,3,1
2020-04-14,MX_NAY,0,0,0,0,0,12,3,1
2020-04-15,MX_NAY,2,1,2,0,0,12,3,1
2020-04-16,MX_NAY,2,0,2,0,0,10,3,1
2020-04-17,MX_NAY,2,0,2,0,0,10,3,1
2020-04-18,MX_NAY,2,0,2,0,0,10,3,1
2020-04-19,MX_NAY,2,0,2,0,0,10,4,1
2020-04-20,MX_NAY,2,0,2,0,0,10,4,1
2020-04-21,MX_NAY,4,0,3,1,0,13,4,2
2020-04-22,MX_NAY,2,1,2,0,0,13,4,2
2020-04-23,MX_NAY,6,1,5,1,0,16,4,2
2020-04-24,MX_NAY,2,0,2,0,0,16,4,2
2020-04-25,MX_NAY,2,0,2,0,0,16,4,2
2020-04-26,MX_NAY,4,0,3,1,0,18,5,2
2020-04-27,MX_NAY,1,0,1,0,0,17,5,2
2020-04-28,MX_NAY,3,4,2,0,0,16,5,2
2020-04-29,MX_NAY,5,1,4,1,0,18,5,2
2020-04-30,MX_NAY,20,0,16,3,1,30,8,3
2020-05-01,MX_NAY,3,0,2,0,0,30,8,3
2020-05-02,MX_NAY,10,0,8,2,0,37,9,3
2020-05-03,MX_NAY,8,0,6,1,0,40,10,4
2020-05-04,MX_NAY,9,1,7,1,0,46,11,4
2020-05-05,MX_NAY,8,4,6,1,0,50,11,4
2020-05-06,MX_NAY,18,3,14,3,1,61,14,5
2020-05-07,MX_NAY,28,0,22,4,1,67,18,6
2020-05-08,MX_NAY,23,1,18,3,1,83,20,7
2020-05-09,MX_NAY,6,1,5,1,0,80,21,7
2020-05-10,MX_NAY,9,1,7,1,0,81,22,8
2020-05-11,MX_NAY,16,0,13,2,1,86,24,8
2020-05-12,MX_NAY,9,2,7,1,0,87,22,9
2020-05-13,MX_NAY,4,1,3,1,0,76,22,9
2020-02-07,MX_NLE,0,0,0,0,0,0,0,0
2020-02-08,MX_NLE,0,0,0,0,0,0,0,0
2020-02-09,MX_NLE,0,0,0,0,0,0,0,0
2020-02-10,MX_NLE,0,0,0,0,0,0,0,0
2020-02-11,MX_NLE,0,0,0,0,0,0,0,0
2020-02-12,MX_NLE,0,0,0,0,0,0,0,0
2020-02-13,MX_NLE,0,0,0,0,0,0,0,0
2020-02-14,MX_NLE,0,0,0,0,0,0,0,0
2020-02-15,MX_NLE,0,0,0,0,0,0,0,0
2020-02-16,MX_NLE,0,0,0,0,0,0,0,0
2020-02-17,MX_NLE,0,0,0,0,0,0,0,0
2020-02-18,MX_NLE,0,0,0,0,0,0,0,0
2020-02-19,MX_NLE,0,0,0,0,0,0,0,0
2020-02-20,MX_NLE,0,0,0,0,0,0,0,0
2020-02-21,MX_NLE,0,0,0,0,0,0,0,0
2020-02-22,MX_NLE,0,0,0,0,0,0,0,0
2020-02-23,MX_NLE,0,0,0,0,0,0,0,0
2020-02-24,MX_NLE,0,0,0,0,0,0,0,0
2020-02-25,MX_NLE,0,0,0,0,0,0,0,0
2020-02-26,MX_NLE,0,0,0,0,0,0,0,0
2020-02-27,MX_NLE,0,0,0,0,0,0,0,0
2020-02-28,MX_NLE,0,0,0,0,0,0,0,0
2020-02-29,MX_NLE,0,0,0,0,0,0,0,0
2020-03-01,MX_NLE,0,0,0,0,0,0,0,0
2020-03-02,MX_NLE,0,0,0,0,0,0,0,0
2020-03-03,MX_NLE,0,0,0,0,0,0,0,0
2020-03-04,MX_NLE,0,0,0,0,0,0,0,0
2020-03-05,MX_NLE,0,0,0,0,0,0,0,0
2020-03-06,MX_NLE,0,0,0,0,0,0,0,0
2020-03-07,MX_NLE,0,0,0,0,0,0,0,0
2020-03-08,MX_NLE,0,0,0,0,0,0,0,0
2020-03-09,MX_NLE,0,0,0,0,0,0,0,0
2020-03-10,MX_NLE,0,0,0,0,0,0,0,0
2020-03-11,MX_NLE,0,0,0,0,0,0,0,0
2020-03-12,MX_NLE,1,0,1,0,0,1,0,0
2020-03-13,MX_NLE,0,0,0,0,0,1,0,0
2020-03-14,MX_NLE,2,0,2,0,0,2,0,0
2020-03-15,MX_NLE,2,0,2,0,0,4,1,0
2020-03-16,MX_NLE,8,0,6,1,0,10,2,1
2020-03-17,MX_NLE,1,0,1,0,0,11,2,1
2020-03-18,MX_NLE,5,0,4,1,0,15,3,1
2020-03-19,MX_NLE,0,0,0,0,0,14,3,1
2020-03-20,MX_NLE,10,0,8,2,0,22,4,1
2020-03-21,MX_NLE,3,0,2,0,0,23,5,2
2020-03-22,MX_NLE,3,0,2,0,0,24,5,2
2020-03-23,MX_NLE,5,0,4,1,0,22,6,2
2020-03-24,MX_NLE,12,0,10,2,1,30,8,3
2020-03-25,MX_NLE,0,0,0,0,0,26,8,3
2020-03-26,MX_NLE,5,0,4,1,0,30,8,3
2020-03-27,MX_NLE,7,0,6,1,0,28,9,3
2020-03-28,MX_NLE,0,0,0,0,0,26,8,3
2020-03-29,MX_NLE,3,0,2,0,0,26,8,3
2020-03-30,MX_NLE,8,0,6,1,0,28,8,4
2020-03-31,MX_NLE,1,0,1,0,0,19,9,3
2020-04-01,MX_NLE,2,0,2,0,0,21,7,3
2020-04-02,MX_NLE,6,0,5,1,0,22,8,3
2020-04-03,MX_NLE,1,0,1,0,0,17,7,3
2020-04-04,MX_NLE,3,1,2,0,0,19,7,3
2020-04-05,MX_NLE,3,1,2,0,0,19,6,3
2020-04-06,MX_NLE,2,1,2,0,0,14,6,3
2020-04-07,MX_NLE,0,1,0,0,0,14,5,3
