Date,Key,GroceryAndPharmacy,TransitStations,Parks,Workplaces,RetailAndRecreation,Residential
2020-03-20,EE,-16,-42,18,-41,-45,18
2020-03-20,EG,-13,-37,-30,-14,-40,9
2020-03-20,ES,-42,-80,-80,-65,-88,31
2020-03-20,FI,-13,-52,41,-38,-40,14
2020-03-20,FJ,2,-18,-17,-5,-16,12
2020-03-20,FR,-44,-81,-68,-68,-84,34
2020-03-20,GA,-9,-28,-15,-12,-23,11
2020-03-20,GB,8,-41,5,-28,-33,12
2020-03-20,GE,-6,-34,-15,-36,-47,14
2020-03-20,GH,-8,-14,-13,-5,-15,8
2020-03-20,GR,-14,-61,-27,-49,-68,21
2020-03-20,GT,-32,-71,-46,-48,-61,26
2020-03-20,HK,-3,-28,-20,-13,-23,15
2020-03-20,HN,-70,-80,-61,-73,-85,31
2020-03-20,HR,-21,-58,-2,-44,-67,17
2020-03-20,HT,9,-25,-12,-19,-15,6
2020-03-20,HU,-16,-45,-12,-36,-48,16
2020-03-20,ID,-7,-32,-23,-17,-20,10
2020-03-20,IE,-8,-58,10,-46,-54,22
2020-03-20,IL,-29,-58,-59,-52,-71,18
2020-03-20,IN,0,-20,-15,-15,-25,7
2020-03-20,IQ,-42,-59,-45,-31,-65,14
2020-03-20,IT,-42,-79,-79,-63,-81,31
2020-03-20,JM,-19,-30,-40,-31,-35,18
2020-03-20,JO,-1,-87,-49,-42,-41,14
2020-03-20,JP,6,-30,39,-44,4,14
2020-03-20,KE,-5,-9,-15,-13,-15,10
2020-03-20,KG,-10,-15,-8,-27,-26,6
2020-03-20,KH,-15,-42,-23,-15,-29,10
2020-03-20,KR,-1,-17,20,-5,-20,8
2020-03-20,KW,-23,-50,-50,-25,-51,15
2020-03-20,KZ,-3,-7,-2,-28,-24,8
2020-03-20,LA,-1,-11,-7,2,-15,5
2020-03-20,LB,-33,-78,-50,-56,-65,20
2020-03-20,LK,-19,-45,-34,-56,-60,30
2020-03-20,LT,-16,-52,20,-46,-63,19
2020-03-20,LU,-33,-69,-46,-69,-81,35
2020-03-20,LV,-14,-39,5,-34,-35,14
2020-03-20,LY,-13,-41,-20,-9,-34,10
2020-03-20,MD,-39,-59,-27,-49,-60,17
2020-03-20,MK,-23,-54,-23,-36,-60,17
2020-03-20,ML,-8,-12,-3,-2,-8,4
2020-03-20,MM,1,-4,-4,5,-6,4
2020-03-20,MN,0,-19,-22,-10,-21,8
2020-03-20,MT,-16,-50,-47,-50,-63,25
2020-03-20,MU,-43,-72,-71,-67,-77,31
2020-03-20,MX,-4,-27,-24,-13,-25,9
2020-03-20,MY,-32,-71,-58,-58,-73,34
2020-03-20,MZ,5,-4,-6,17,-6,-2
2020-03-20,NA,-1,-25,-10,-12,-12,6
2020-03-20,NE,0,-6,-7,-1,-7,2
2020-03-20,NG,4,-1,-3,2,-3,2
2020-03-20,NI,-5,-16,-18,-2,-25,6
2020-03-20,NL,-4,-59,0,-41,-46,17
2020-03-20,NO,-12,-53,41,-48,-45,19
2020-03-20,NP,9,2,-6,-2,-8,4
2020-03-20,NZ,11,-23,-37,8,-14,6
2020-03-20,OM,-29,-51,-46,-16,-44,13
2020-03-20,PA,-29,-47,-50,-38,-53,26
2020-03-20,PE,-61,-84,-75,-75,-84,41
2020-03-20,PG,6,-10,-11,13,-6,1
2020-03-20,PH,-46,-79,-48,-64,-73,32
2020-03-20,PK,-11,-15,-8,-19,-28,7
2020-03-20,PL,-25,-58,-33,-37,-57,18
2020-03-20,PR,-20,-64,-61,-53,-66,26
2020-03-20,PT,-43,-73,-70,-59,-78,34
2020-03-20,PY,-27,-57,-54,-31,-52,21
2020-03-20,QA,-30,-50,-37,-23,-55,16
2020-03-20,RO,-18,-42,-22,-23,-48,10
2020-03-20,RW,-17,-23,0,-21,-25,10
2020-03-20,SA,-17,-63,-57,-21,-50,14
2020-03-20,SE,-5,-35,22,-25,-24,10
2020-03-20,SG,-5,-21,-8,-11,-11,14
2020-03-20,SI,-43,-58,-24,-53,-77,24
2020-03-20,SK,-28,-64,-18,-49,-73,22
2020-03-20,SN,-10,-23,-15,-16,-25,9
2020-03-20,SV,-15,-49,-45,-38,-52,21
2020-03-20,TG,1,-11,0,0,-13,6
2020-03-20,TH,-5,-31,-26,-13,-21,9
2020-03-20,TJ,2,-3,2,2,-2,-3
2020-03-20,TR,-7,-42,-28,-29,-46,16
2020-03-20,TT,-2,-43,-29,-27,-35,16
2020-03-20,TW,12,-15,-3,9,-8,2
2020-03-20,TZ,-3,-3,-4,-9,-12,4
2020-03-20,UG,6,-1,-8,3,-9,2
2020-03-20,US,4,-37,-2,-33,-33,15
2020-03-20,US_AK,2,-25,19,-24,-30,11
2020-03-20,US_AL,9,-14,8,-26,-29,12
2020-03-20,US_AR,10,-12,28,-24,-25,11
2020-03-20,US_AZ,5,-25,-7,-31,-29,13
2020-03-20,US_CA,-5,-46,-22,-42,-41,20
2020-03-20,US_CO,-4,-47,-40,-43,-42,20
2020-03-20,US_CT,9,-40,30,-35,-33,17
2020-03-20,US_DE,-1,-37,71,-32,-27,14
2020-03-20,US_FL,4,-39,-19,-30,-31,13
2020-03-20,US_GA,7,-30,44,-29,-26,12
2020-03-20,US_HI,-7,-35,-31,-31,-32,15
2020-03-20,US_IA,9,-15,0,-26,-37,13
2020-03-20,US_ID,10,-15,70,-26,-22,10
2020-03-20,US_IL,21,-41,-26,-35,-36,16
2020-03-20,US_IN,8,-14,17,-28,-32,13
2020-03-20,US_KS,13,-9,23,-25,-27,11
2020-03-20,US_KY,6,-19,44,-27,-31,12
2020-03-20,US_LA,6,-33,-21,-28,-34,14
2020-03-20,US_MA,8,-55,30,-41,-36,19
2020-03-20,US_MD,0,-41,50,-37,-29,17
2020-03-20,US_ME,-5,-36,7,-32,-39,15
2020-03-20,US_MI,0,-32,5,-35,-42,17
2020-03-20,US_MN,1,-43,-3,-34,-40,18
2020-03-20,US_MO,13,-18,12,-21,-26,12
2020-03-20,US_MS,10,-13,0,-25,-24,11
2020-03-20,US_MT,5,-15,22,-28,-35,12
2020-03-20,US_NC,8,-29,60,-26,-26,10
2020-03-20,US_ND,7,-21,-15,-24,-43,16
2020-03-20,US_NE,3,-16,-9,-26,-34,15
2020-03-20,US_NH,10,-36,16,-32,-34,16
2020-03-20,US_NJ,3,-49,51,-41,-37,20
2020-03-20,US_NM,12,-10,-3,-30,-30,13
2020-03-20,US_NV,-5,-49,-42,-45,-39,19
2020-03-20,US_NY,6,-50,-7,-40,-41,19
2020-03-20,US_OH,-1,-20,39,-32,-37,15
2020-03-20,US_OK,5,-10,-10,-27,-28,12
2020-03-20,US_OR,2,-30,69,-33,-33,12
2020-03-20,US_PA,-3,-42,16,-39,-40,17
2020-03-20,US_RI,8,-46,74,-33,-34,16
2020-03-20,US_SC,9,-14,32,-24,-26,10
2020-03-20,US_SD,8,-16,-6,-21,-27,14
2020-03-20,US_TN,9,-20,-12,-25,-28,12
2020-03-20,US_TX,7,-31,-35,-31,-32,16
2020-03-20,US_UT,8,-34,27,-32,-35,15
2020-03-20,US_VA,2,-36,48,-33,-28,15
2020-03-20,US_VT,-14,-47,-9,-36,-42,16
2020-03-20,US_WA,1,-41,84,-38,-35,14
2020-03-20,US_WI,2,-28,0,-30,-42,17
2020-03-20,US_WV,2,-19,11,-25,-31,11
2020-03-20,US_WY,7,-5,-9,-27,-38,14
2020-03-20,UY,-23,-48,-64,-28,-56,18
2020-03-20,VE,-38,-64,-54,-51,-63,22
2020-03-20,VN,-14,-27,-20,-4,-21,10
2020-03-20,YE,4,-3,-4,6,-4,2
2020-03-20,ZA,-1,-20,-15,-16,-16,9
2020-03-20,ZM,-4,-5,-1,5,-4,2
2020-03-20,ZW,8,-19,-10,10,-3,2
2020-03-21,AE,-12,-43,-37,-9,-31,11
2020-03-21,AF,-9,-22,1,-30,-21,5
2020-03-21,AO,12,-14,-12,-2,-14,6
2020-03-21,AR,-51,-76,-86,-57,-83,28
2020-03-21,AT,-45,-76,-70,-54,-88,19
2020-03-21,AU,11,-29,-9,-6,-17,7
2020-03-21,AW,-22,-55,-52,-41,-63,21
2020-03-21,BA,-34,-57,-20,-46,-71,13
2020-03-21,BB,-5,-22,-30,-14,-29,9
2020-03-21,BD,-5,-19,-14,-1,-25,8
2020-03-21,BE,-40,-67,-32,-50,-83,21
2020-03-21,BF,-18,-29,-16,-7,-30,14
2020-03-21,BG,-35,-55,-46,-32,-67,13
2020-03-21,BH,-14,-29,-32,-11,-34,11
2020-03-21,BJ,1,-2,14,1,-10,2
2020-03-21,BO,-17,-55,-41,-30,-54,18
2020-03-21,BR,-19,-52,-67,-31,-64,16
2020-03-21,BS,-20,-40,-22,-35,-53,16
2020-03-21,BW,6,-10,4,5,-1,5
2020-03-21,BY,4,-13,-3,0,-12,2
2020-03-21,BZ,17,-14,-7,-9,-18,5
2020-03-21,CA,-14,-50,10,-33,-49,13
2020-03-21,CH,-30,-63,-31,-43,-78,19
2020-03-21,CI,-8,-18,-8,-5,-17,8
2020-03-21,CL,-34,-52,-67,-33,-64,22
2020-03-21,CM,-13,-15,-18,-4,-19,7
2020-03-21,CO,-57,-78,-76,-64,-83,29
2020-03-21,CR,-33,-56,-62,-28,-59,20
2020-03-21,CV,-20,-56,-44,-20,-40,10
2020-03-21,CZ,-23,-66,-58,-32,-78,15
2020-03-21,DE,-26,-59,-25,-31,-69,13
2020-03-21,DK,-21,-55,79,-27,-46,11
2020-03-21,DO,-49,-75,-66,-58,-74,24
2020-03-21,EC,-64,-82,-80,-67,-85,31
2020-03-21,EE,-16,-38,25,-24,-49,10
2020-03-21,EG,-16,-40,-31,-20,-40,10
2020-03-21,ES,-57,-84,-87,-63,-92,25
2020-03-21,FI,-15,-51,49,-21,-47,8
2020-03-21,FJ,-15,-29,-22,-9,-27,12
2020-03-21,FR,-56,-82,-78,-58,-88,23
2020-03-21,GA,-18,-40,-25,-18,-32,13
2020-03-21,GB,-1,-46,5,-26,-51,10
2020-03-21,GE,-16,-40,-19,-33,-56,11
2020-03-21,GH,-2,-14,-16,1,-16,7
2020-03-21,GR,-9,-61,-34,-44,-72,17
2020-03-21,GT,-42,-74,-55,-45,-69,23
2020-03-21,HK,-1,-30,-18,-13,-24,13
2020-03-21,HN,-72,-80,-64,-66,-86,27
2020-03-21,HR,-32,-60,-34,-41,-74,13
2020-03-21,HT,-16,-42,-19,-14,-25,6
2020-03-21,HU,-29,-49,-46,-25,-58,11
2020-03-21,ID,-7,-35,-31,-10,-24,9
2020-03-21,IE,-4,-58,-2,-39,-59,16
2020-03-21,IL,-35,-54,-53,-43,-76,18
2020-03-21,IN,-17,-33,-29,-24,-42,11
2020-03-21,IQ,-46,-62,-45,-50,-67,17
2020-03-21,IT,-58,-82,-86,-63,-88,26
2020-03-21,JM,-19,-29,-41,-22,-39,12
2020-03-21,JO,-82,-93,-75,-79,-88,29
2020-03-21,JP,4,-15,31,-7,-6,3
2020-03-21,KE,-11,-13,-12,-8,-20,9
2020-03-21,KG,-22,-26,-17,-30,-39,7
2020-03-21,KH,-19,-45,-27,-14,-33,10
2020-03-21,KR,2,-18,34,-6,-21,7
2020-03-21,KW,-21,-45,-42,-31,-47,16
2020-03-21,KZ,-10,-11,-7,-25,-33,6
2020-03-21,LA,-6,-19,-13,3,-20,5
2020-03-21,LB,-34,-81,-50,-48,-66,16
2020-03-21,LK,-92,-81,-57,-67,-89,39
2020-03-21,LT,-25,-54,1,-34,-68,12
2020-03-21,LU,-51,-71,-63,-62,-87,25
2020-03-21,LV,-12,-32,17,-19,-38,7
2020-03-21,LY,-11,-41,-19,-13,-30,11
2020-03-21,MD,-42,-63,-36,-41,-65,12
2020-03-21,MK,-25,-57,-27,-37,-65,13
2020-03-21,ML,-8,-21,-5,0,-9,3
2020-03-21,MM,-3,-8,-7,7,-9,4
2020-03-21,MN,2,-16,-9,-6,-17,4
2020-03-21,MT,-31,-60,-69,-42,-75,21
2020-03-21,MU,-64,-76,-83,-56,-84,26
2020-03-21,MX,-8,-29,-33,-8,-32,9
2020-03-21,MY,-43,-76,-66,-55,-78,32
2020-03-21,MZ,8,-9,-12,2,-5,2
2020-03-21,NA,-15,-32,-11,-18,-23,7
2020-03-21,NE,-5,-13,-6,-6,-11,2
2020-03-21,NG,-1,-4,-8,1,-8,3
2020-03-21,NI,-14,-27,-27,-10,-37,10
2020-03-21,NL,-10,-54,23,-27,-51,12
2020-03-21,NO,-14,-45,64,-33,-52,10
2020-03-21,NP,2,-3,-14,-2,-19,4
2020-03-21,NZ,4,-33,-38,-1,-18,8
2020-03-21,OM,-28,-50,-36,-21,-41,14
2020-03-21,PA,-37,-54,-62,-43,-65,27
2020-03-21,PE,-61,-84,-76,-68,-84,35
2020-03-21,PG,10,-11,-11,13,-5,2
2020-03-21,PH,-49,-78,-53,-56,-76,27
2020-03-21,PK,-16,-21,-16,-18,-36,8
2020-03-21,PL,-36,-60,-44,-29,-66,14
2020-03-21,PR,-25,-69,-70,-45,-70,21
2020-03-21,PT,-49,-72,-71,-55,-81,25
2020-03-21,PY,-45,-73,-69,-47,-70,27
2020-03-21,QA,-21,-44,-26,-20,-46,16
2020-03-21,RO,-23,-45,-31,-21,-57,8
2020-03-21,RW,-16,-33,-5,-11,-29,10
2020-03-21,SA,-16,-69,-48,-23,-49,15
2020-03-21,SE,-6,-28,65,-13,-26,5
2020-03-21,SG,-4,-24,-16,-4,-14,11
2020-03-21,SI,-56,-53,-44,-45,-82,16
2020-03-21,SK,-37,-70,-67,-41,-81,15
2020-03-21,SN,-15,-32,-20,-12,-31,9
2020-03-21,SV,-27,-56,-55,-39,-62,20
2020-03-21,TG,-1,-21,-9,-4,-19,10
2020-03-21,TH,-5,-34,-35,-5,-26,8
2020-03-21,TJ,-16,-12,0,-22,-17,3
2020-03-21,TR,-12,-48,-32,-27,-54,14
2020-03-21,TT,-9,-49,-41,-21,-42,13
2020-03-21,TW,8,-23,8,7,-10,3
2020-03-21,TZ,-5,-6,-8,-7,-15,4
2020-03-21,UG,2,-9,-11,3,-13,6
2020-03-21,US,-4,-37,-4,-25,-40,11
2020-03-21,US_AK,-1,-26,13,-20,-36,8
2020-03-21,US_AL,3,-15,9,-18,-36,9
2020-03-21,US_AR,0,-14,14,-16,-35,8
2020-03-21,US_AZ,-3,-27,-11,-23,-36,10
2020-03-21,US_CA,-15,-48,-22,-33,-48,16
2020-03-21,US_CO,-6,-44,-19,-30,-43,13
2020-03-21,US_CT,-2,-40,87,-26,-39,11
2020-03-21,US_DE,-8,-40,45,-22,-35,10
2020-03-21,US_FL,-5,-44,-33,-27,-40,11
2020-03-21,US_GA,1,-30,24,-20,-33,9
2020-03-21,US_HI,-14,-41,-38,-27,-40,12
2020-03-21,US_IA,4,-15,16,-18,-44,10
2020-03-21,US_ID,4,-11,88,-19,-28,6
2020-03-21,US_IL,-4,-42,-24,-27,-49,13
2020-03-21,US_IN,-1,-16,7,-24,-40,10
2020-03-21,US_KS,5,-10,22,-17,-37,9
2020-03-21,US_KY,0,-18,17,-23,-38,9
2020-03-21,US_LA,-2,-36,-35,-25,-41,12
2020-03-21,US_MA,-7,-52,62,-30,-43,12
2020-03-21,US_MD,-6,-39,34,-27,-37,12
2020-03-21,US_ME,-8,-36,39,-24,-41,10
2020-03-21,US_MI,-7,-34,35,-27,-46,11
2020-03-21,US_MN,-11,-44,-1,-26,-49,14
2020-03-21,US_MO,9,-19,15,-19,-37,9
2020-03-21,US_MS,5,-16,-2,-20,-31,9
2020-03-21,US_MT,0,-14,34,-27,-41,8
2020-03-21,US_NC,0,-32,36,-21,-34,8
2020-03-21,US_ND,-5,-29,-8,-20,-51,12
2020-03-21,US_NE,-2,-11,12,-16,-39,11
2020-03-21,US_NH,-5,-32,36,-25,-40,10
2020-03-21,US_NJ,-6,-51,42,-31,-45,14
2020-03-21,US_NM,2,-11,-6,-24,-37,10
2020-03-21,US_NV,-14,-50,-38,-47,-46,15
2020-03-21,US_NY,-3,-52,-3,-31,-47,13
2020-03-21,US_OH,-6,-22,14,-25,-43,11
2020-03-21,US_OK,0,-10,-12,-20,-36,9
2020-03-21,US_OR,-5,-27,75,-26,-39,8
2020-03-21,US_PA,-12,-41,23,-31,-48,12
2020-03-21,US_RI,-3,-45,131,-25,-40,11
2020-03-21,US_SC,2,-17,28,-19,-33,8
2020-03-21,US_SD,6,-19,6,-14,-33,10
2020-03-21,US_TN,7,-18,9,-18,-34,8
2020-03-21,US_TX,-4,-33,-44,-23,-40,12
2020-03-21,US_UT,-1,-29,54,-22,-39,9
2020-03-21,US_VA,-5,-35,8,-25,-37,11
2020-03-21,US_VT,-20,-45,10,-30,-46,11
2020-03-21,US_WA,-10,-38,67,-28,-42,10
2020-03-21,US_WI,-7,-30,24,-22,-48,12
2020-03-21,US_WV,2,-17,6,-23,-36,8
2020-03-21,US_WY,2,6,17,-22,-39,9
2020-03-21,UY,-32,-59,-70,-28,-64,18
2020-03-21,VE,-41,-63,-57,-36,-63,18
2020-03-21,VN,-13,-28,-23,-4,-24,11
2020-03-21,YE,6,-5,-3,1,-2,3
2020-03-21,ZA,-7,-28,-22,-17,-25,8
2020-03-21,ZM,-7,-11,-4,4,-7,5
2020-03-21,ZW,7,-17,-7,6,-5,4
2020-03-22,AE,-8,-45,-37,-18,-30,13
2020-03-22,AF,9,-15,-1,-5,-12,2
2020-03-22,AO,-8,-42,-29,-19,-35,15
2020-03-22,AR,-62,-82,-90,-61,-87,28
2020-03-22,AT,-63,-75,-60,-55,-88,17
2020-03-22,AU,11,-34,-13,-11,-18,7
2020-03-22,BA,-40,-68,-47,-51,-76,16
2020-03-22,BB,-9,-36,-37,-22,-36,9
2020-03-22,BD,-7,-23,-14,-7,-26,8
2020-03-22,BE,-42,-64,-20,-51,-78,17
2020-03-22,BF,-18,-34,-20,-4,-29,13
2020-03-22,BG,-39,-62,-47,-35,-70,13
2020-03-22,BH,-11,-30,-31,-12,-33,11
2020-03-22,BJ,-1,-8,11,0,-14,3
2020-03-22,BO,-70,-82,-78,-60,-85,31
2020-03-22,BR,-32,-60,-73,-36,-71,18
2020-03-22,BS,-24,-52,-23,-37,-53,14
2020-03-22,BW,1,-20,-3,1,-12,9
2020-03-22,BY,0,-16,-7,1,-15,2
2020-03-22,BZ,-9,-27,-24,-19,-36,7
2020-03-22,CA,-20,-56,-1,-38,-50,13
2020-03-22,CH,-45,-65,-36,-45,-80,16
2020-03-22,CI,-8,-18,-12,-5,-19,9
2020-03-22,CL,-44,-58,-70,-38,-70,23
2020-03-22,CM,-17,-19,-20,-5,-22,8
2020-03-22,CO,-64,-78,-78,-59,-85,27
2020-03-22,CR,-40,-62,-66,-34,-64,20
2020-03-22,CZ,-28,-64,-37,-34,-75,14
2020-03-22,DE,-32,-57,0,-35,-69,11
2020-03-22,DK,-24,-60,50,-33,-38,10
2020-03-22,DO,-54,-78,-69,-54,-75,22
2020-03-22,EC,-61,-80,-78,-62,-83,27
2020-03-22,EE,-14,-36,67,-28,-43,9
2020-03-22,EG,-21,-44,-36,-27,-44,12
2020-03-22,ES,-69,-86,-88,-65,-92,23
2020-03-22,FI,-15,-52,70,-25,-44,8
2020-03-22,FJ,-17,-31,-15,-3,-28,11
2020-03-22,FR,-60,-83,-78,-58,-85,20
2020-03-22,GA,-27,-50,-31,-20,-41,15
2020-03-22,GB,-13,-47,17,-32,-55,10
2020-03-22,GE,-30,-45,-14,-35,-61,12
2020-03-22,GH,-12,-24,-19,-7,-24,12
2020-03-22,GR,45,-65,-44,-44,-73,17
2020-03-22,GT,-50,-76,-61,-50,-75,23
2020-03-22,HK,-2,-32,-11,-15,-25,12
2020-03-22,HN,-72,-79,-62,-56,-84,22
2020-03-22,HR,-48,-59,-56,-46,-78,13
2020-03-22,HT,-27,-45,-21,-14,-31,8
2020-03-22,HU,-35,-55,-49,-32,-62,12
2020-03-22,ID,-14,-42,-37,-10,-32,11
2020-03-22,IE,-12,-55,34,-41,-57,14
2020-03-22,IL,-17,-55,-32,-55,-61,27
2020-03-22,IN,-68,-67,-54,-49,-74,21
2020-03-22,IQ,-41,-64,-48,-57,-65,20
2020-03-22,IT,-78,-86,-90,-64,-92,25
2020-03-22,JM,-29,-41,-46,-26,-47,12
2020-03-22,JO,-86,-91,-74,-82,-91,33
2020-03-22,JP,1,-17,17,-3,-8,3
2020-03-22,KE,-15,-19,-13,-11,-24,10
2020-03-22,KG,-30,-33,-16,-25,-47,8
2020-03-22,KH,-22,-49,-28,-11,-36,10
2020-03-22,KR,-6,-17,51,-11,-19,7
2020-03-22,KW,-37,-60,-55,-56,-61,27
2020-03-22,KZ,-18,-20,-7,-23,-37,6
2020-03-22,LA,-10,-26,-12,0,-23,6
2020-03-22,LB,-46,-83,-60,-49,-74,17
2020-03-22,LK,-88,-78,-56,-59,-87,36
2020-03-22,LT,-27,-55,10,-34,-67,12
2020-03-22,LV,-10,-32,41,-23,-35,6
2020-03-22,LY,-18,-48,-23,-24,-38,15
2020-03-22,MD,-45,-70,-53,-43,-69,15
2020-03-22,MK,-30,-64,-46,-43,-71,16
2020-03-22,ML,-6,-24,-3,0,-10,2
2020-03-22,MM,-4,-9,-5,5,-11,5
2020-03-22,MN,1,-16,7,-7,-16,2
2020-03-22,MT,-37,-63,-65,-47,-78,21
2020-03-22,MU,-85,-83,-87,-66,-89,26
2020-03-22,MX,-13,-34,-36,-13,-36,9
2020-03-22,MY,-60,-81,-67,-57,-83,32
2020-03-22,MZ,-1,-15,-17,1,-16,5
2020-03-22,NA,-14,-38,-8,-8,-20,6
2020-03-22,NE,-7,-23,-9,-1,-11,2
2020-03-22,NG,-6,-11,-13,-4,-14,6
2020-03-22,NI,-21,-32,-31,-12,-42,10
2020-03-22,NL,-16,-58,13,-34,-56,11
2020-03-22,NO,-29,-57,-7,-37,-62,13
2020-03-22,NP,-5,-11,-15,-17,-22,6
2020-03-22,NZ,1,-36,-38,-6,-23,8
2020-03-22,OM,-29,-59,-36,-45,-43,17
2020-03-22,PA,-41,-60,-65,-45,-68,26
2020-03-22,PE,-61,-84,-77,-60,-84,30
2020-03-22,PH,-52,-79,-54,-53,-78,25
2020-03-22,PK,-27,-36,-27,-29,-50,11
2020-03-22,PL,-50,-65,-46,-34,-72,13
2020-03-22,PR,-41,-70,-73,-47,-75,21
2020-03-22,PT,-55,-74,-70,-53,-81,23
2020-03-22,PY,-57,-78,-74,-42,-74,26
2020-03-22,QA,-25,-48,-34,-26,-48,20
2020-03-22,RO,-24,-56,-53,-30,-62,12
2020-03-22,RW,-33,-61,-12,-30,-47,17
2020-03-22,SA,-19,-70,-44,-38,-50,19
2020-03-22,SE,-9,-34,49,-17,-26,6
2020-03-22,SG,-7,-29,-18,-9,-18,12
2020-03-22,SI,-84,-64,-57,-50,-87,17
2020-03-22,SK,-39,-69,-49,-41,-79,14
2020-03-22,SN,-17,-37,-22,-10,-33,9
2020-03-22,SV,-57,-73,-73,-55,-82,24
2020-03-22,TG,-16,-34,-19,-8,-29,13
2020-03-22,TH,-10,-40,-34,-12,-35,9
2020-03-22,TJ,-17,-14,10,-9,-11,-2
2020-03-22,TR,-19,-54,-32,-35,-62,14
2020-03-22,TT,-16,-49,-40,-24,-43,11
2020-03-22,TW,5,-22,19,2,-9,3
2020-03-22,TZ,-10,-10,-9,-10,-18,4
2020-03-22,UG,-1,-19,-11,-1,-20,8
2020-03-22,US,-13,-44,-13,-33,-43,12
2020-03-22,US_AK,-5,-31,58,-23,-31,7
2020-03-22,US_AL,-7,-22,0,-28,-39,10
2020-03-22,US_AR,-10,-21,-19,-27,-39,10
2020-03-22,US_AZ,-10,-33,0,-29,-36,9
2020-03-22,US_CA,-22,-52,-24,-38,-48,15
2020-03-22,US_CO,-9,-47,12,-34,-39,11
2020-03-22,US_CT,-16,-49,15,-31,-44,13
2020-03-22,US_DE,-13,-52,-11,-31,-37,11
2020-03-22,US_FL,-12,-49,-33,-33,-42,11
2020-03-22,US_GA,-10,-42,-21,-31,-39,11
2020-03-22,US_HI,-16,-43,-45,-31,-41,12
2020-03-22,US_IA,-6,-23,-8,-26,-45,10
2020-03-22,US_ID,1,-13,125,-27,-22,6
2020-03-22,US_IL,-32,-54,-37,-40,-61,15
2020-03-22,US_IN,-13,-26,-3,-30,-43,10
2020-03-22,US_KS,0,-17,-23,-25,-34,10
2020-03-22,US_KY,-8,-27,18,-30,-38,9
2020-03-22,US_LA,-2,-40,-20,-29,-39,11
2020-03-22,US_MA,-18,-60,13,-36,-45,13
2020-03-22,US_MD,-15,-47,21,-35,-39,13
2020-03-22,US_ME,-8,-35,43,-26,-38,9
2020-03-22,US_MI,-11,-40,40,-33,-45,10
2020-03-22,US_MN,-17,-51,20,-32,-47,12
2020-03-22,US_MO,-1,-30,-34,-28,-39,10
2020-03-22,US_MS,-6,-21,-4,-27,-34,10
2020-03-22,US_MT,-7,-20,37,-29,-38,7
2020-03-22,US_NC,-9,-42,-8,-29,-38,10
2020-03-22,US_ND,-10,-29,24,-23,-47,10
2020-03-22,US_NE,-10,-21,2,-23,-38,10
2020-03-22,US_NH,-14,-38,24,-30,-41,11
2020-03-22,US_NJ,-31,-62,-11,-41,-57,16
2020-03-22,US_NM,0,-16,9,-28,-35,9
2020-03-22,US_NV,-18,-56,-26,-48,-46,14
2020-03-22,US_NY,-22,-61,-23,-39,-55,15
2020-03-22,US_OH,0,-26,52,-29,-37,9
2020-03-22,US_OK,-7,-17,-22,-27,-37,10
2020-03-22,US_OR,-9,-33,39,-32,-37,9
2020-03-22,US_PA,-19,-48,24,-35,-47,12
2020-03-22,US_RI,-16,-52,48,-30,-42,12
2020-03-22,US_SC,-9,-23,-22,-28,-38,10
2020-03-22,US_SD,3,-22,37,-19,-30,8
2020-03-22,US_TN,0,-29,-1,-29,-36,9
2020-03-22,US_TX,-9,-37,-36,-30,-40,12
2020-03-22,US_UT,-3,-32,73,-34,-33,8
2020-03-22,US_VA,-11,-44,8,-32,-38,11
2020-03-22,US_VT,-21,-52,10,-33,-47,10
2020-03-22,US_WA,-14,-45,24,-34,-38,10
2020-03-22,US_WI,-18,-38,26,-29,-48,11
2020-03-22,US_WV,-9,-19,24,-28,-39,9
2020-03-22,US_WY,-5,-10,13,-27,-37,8
2020-03-22,UY,-40,-66,-76,-33,-71,21
2020-03-22,VE,-44,-64,-57,-34,-64,16
2020-03-22,VN,-14,-31,-20,-6,-26,10
2020-03-22,YE,2,-7,-6,-2,-5,3
2020-03-22,ZA,-9,-36,-22,-13,-29,9
2020-03-22,ZM,-8,-15,-7,1,-12,6
2020-03-22,ZW,4,-20,-11,6,-7,6
2020-03-23,AE,11,-47,-38,-21,-28,14
2020-03-23,AF,6,-17,0,-3,-12,3
2020-03-23,AG,-14,-27,-23,-26,-25,15
2020-03-23,AO,-23,-50,-30,-60,-40,24
2020-03-23,AR,-64,-85,-88,-79,-88,32
2020-03-23,AT,-31,-71,-55,-60,-80,25
2020-03-23,AU,16,-37,-28,-8,-19,8
2020-03-23,AW,-19,-60,-48,-48,-53,24
2020-03-23,BA,-36,-65,-42,-48,-70,20
2020-03-23,BB,-7,-33,-32,-26,-29,14
2020-03-23,BD,-7,-25,-16,-14,-31,10
2020-03-23,BE,-25,-70,-18,-65,-74,26
2020-03-23,BF,-14,-33,-12,-15,-23,17
2020-03-23,BG,-37,-63,-57,-49,-65,22
2020-03-23,BH,-7,-31,-37,-16,-33,12
2020-03-23,BJ,1,-2,15,-1,-14,2
2020-03-23,BO,-75,-84,-79,-77,-86,40
2020-03-23,BR,-27,-59,-61,-43,-66,20
2020-03-23,BS,-20,-53,-23,-46,-50,22
2020-03-23,BW,0,-16,-5,-4,-8,5
2020-03-23,BY,3,-9,2,-2,-8,3
2020-03-23,BZ,11,-32,-24,-32,-24,11
