date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-04-21,IN_CH,-94,-79,-98,-82,-78,35
2020-04-21,IN_CT,-80,-27,-59,-67,-42,21
2020-04-21,IN_DD,-87,-53,-82,-65,-51,31
2020-04-21,IN_DL,-90,-68,-98,-84,-82,35
2020-04-21,IN_DN,-79,-34,-70,-80,-57,31
2020-04-21,IN_GA,-79,-51,-75,-54,-50,25
2020-04-21,IN_GJ,-88,-57,-69,-63,-69,34
2020-04-21,IN_HP,-74,-40,-34,-37,-48,16
2020-04-21,IN_HR,-82,-44,-90,-71,-68,29
2020-04-21,IN_JH,-82,-45,-48,-63,-46,22
2020-04-21,IN_JK,-19,88,179,137,56,19
2020-04-21,IN_KA,-86,-47,-71,-61,-71,32
2020-04-21,IN_KL,-85,-33,-8,-48,-55,29
2020-04-21,IN_LD,,,24,,-7,
2020-04-21,IN_MH,-87,-52,-74,-75,-74,36
2020-04-21,IN_ML,-78,-58,-25,-41,-41,20
2020-04-21,IN_MN,-81,-33,-19,-38,-39,13
2020-04-21,IN_MP,-84,-47,-72,-66,-58,26
2020-04-21,IN_MZ,-86,-33,-18,-32,-44,9
2020-04-21,IN_NL,-82,-59,-67,-67,-42,17
2020-04-21,IN_OR,-85,-49,-40,-65,-47,21
2020-04-21,IN_PB,-84,-49,-75,-70,-64,23
2020-04-21,IN_PY,-87,-54,-76,-50,-54,33
2020-04-21,IN_RJ,-82,-37,-76,-64,-57,24
2020-04-21,IN_SK,-75,-62,-47,-71,-28,13
2020-04-21,IN_TG,-90,-53,-68,-70,-70,33
2020-04-21,IN_TN,-86,-45,-41,-59,-68,33
2020-04-21,IN_TR,-84,-36,-14,-60,-44,20
2020-04-21,IN_UP,-82,-35,-57,-71,-58,24
2020-04-21,IN_UT,-78,-39,-60,-59,-51,23
2020-04-21,IN_WB,-87,-49,-55,-73,-63,27
2020-04-21,IQ,-38,-14,-25,-36,-30,12
2020-04-21,IT,-79,-45,-76,-77,-61,29
2020-04-21,IT_25,-82,-49,-75,-82,-65,33
2020-04-21,IT_34,-76,-38,-70,-74,-54,29
2020-04-21,IT_42,-78,-45,-76,-73,-60,28
2020-04-21,IT_45,-78,-41,-76,-74,-58,31
2020-04-21,IT_52,-79,-42,-79,-74,-61,31
2020-04-21,IT_55,-78,-43,-70,-69,-56,29
2020-04-21,IT_57,-79,-48,-81,-74,-62,32
2020-04-21,IT_62,-79,-43,-81,-80,-67,32
2020-04-21,IT_65,-80,-49,-80,-80,-62,29
2020-04-21,IT_67,-74,-49,-74,-69,-59,26
2020-04-21,IT_72,-80,-44,-77,-78,-64,28
2020-04-21,IT_75,-76,-44,-74,-78,-60,26
2020-04-21,IT_77,-75,-43,-58,-72,-59,25
2020-04-21,IT_78,-80,-48,-70,-77,-61,25
2020-04-21,IT_82,-79,-48,-74,-76,-61,26
2020-04-21,IT_88,-80,-47,-74,-73,-58,25
2020-04-21,JM,-55,-43,-57,-57,-50,25
2020-04-21,JO,-59,-31,-48,-82,-61,22
2020-04-21,JP,-31,1,8,-46,-25,14
2020-04-21,JP_01,-28,0,-12,-41,-17,9
2020-04-21,JP_02,-17,0,0,-32,-11,7
2020-04-21,JP_03,-15,2,7,-26,-6,5
2020-04-21,JP_04,-28,-2,-1,-46,-18,11
2020-04-21,JP_05,-17,1,24,-36,-11,7
2020-04-21,JP_06,-22,-1,7,-44,-13,9
2020-04-21,JP_07,-21,-1,10,-38,-12,9
2020-04-21,JP_08,-21,-1,1,-47,-19,12
2020-04-21,JP_09,-24,-1,11,-44,-16,10
2020-04-21,JP_10,-23,-2,28,-41,-17,11
2020-04-21,JP_11,-26,6,36,-48,-31,17
2020-04-21,JP_12,-31,3,23,-50,-33,18
2020-04-21,JP_13,-53,1,0,-56,-47,24
2020-04-21,JP_14,-34,7,24,-49,-39,20
2020-04-21,JP_15,-20,0,-1,-41,-11,8
2020-04-21,JP_16,-30,-3,-1,-41,-15,10
2020-04-21,JP_17,-32,-2,1,-52,-21,13
2020-04-21,JP_18,-32,-3,0,-36,-15,10
2020-04-21,JP_19,-24,-2,-12,-43,-16,10
2020-04-21,JP_20,-24,-2,5,-43,-13,9
2020-04-21,JP_21,-31,-2,-1,-41,-19,11
2020-04-21,JP_22,-22,0,3,-43,-14,10
2020-04-21,JP_23,-30,0,15,-46,-21,13
2020-04-21,JP_24,-25,-2,-4,-43,-14,10
2020-04-21,JP_25,-23,2,18,-46,-20,11
2020-04-21,JP_26,-36,1,1,-50,-26,13
2020-04-21,JP_27,-42,-2,12,-48,-29,15
2020-04-21,JP_29,-25,2,9,-41,-22,12
2020-04-21,JP_30,-24,1,14,-38,-14,8
2020-04-21,JP_31,-19,5,9,-33,-10,7
2020-04-21,JP_32,-21,0,9,-32,-11,8
2020-04-21,JP_33,-21,0,15,-39,-11,8
2020-04-21,JP_34,-29,-1,13,-41,-17,11
2020-04-21,JP_35,-20,-1,8,-33,-14,9
2020-04-21,JP_36,-21,0,16,-34,-11,7
2020-04-21,JP_37,-27,-1,-3,-41,-14,10
2020-04-21,JP_38,-25,-3,17,-35,-12,8
2020-04-21,JP_40,-32,-5,20,-52,-26,14
2020-04-21,JP_41,-17,-2,-10,-38,-12,8
2020-04-21,JP_42,-21,0,-14,-36,-10,7
2020-04-21,JP_43,-22,-2,2,-35,-14,9
2020-04-21,JP_45,-18,1,-9,-30,-9,7
2020-04-21,JP_46,-21,1,-12,-39,-9,6
2020-04-21,JP_47,-37,-11,-50,-59,-24,15
2020-04-21,KE,-44,-36,-34,-41,-38,23
2020-04-21,KG,-71,-59,-29,-66,-64,20
2020-04-21,KH,-36,-24,-25,-51,-27,10
2020-04-21,KR,-13,-1,6,-11,-2,4
2020-04-21,KW,-61,-41,-52,-50,-54,28
2020-04-21,KZ,-62,-45,-29,-50,-56,20
2020-04-21,LA,-50,-30,-14,-59,-41,14
2020-04-21,LB,-50,-21,-24,-68,-50,14
2020-04-21,LI,,,,-36,-33,
2020-04-21,LK,-70,-61,-40,-60,-59,33
2020-04-21,LT,-50,-20,70,-50,-49,17
2020-04-21,LU,-72,-39,-20,-64,-66,29
2020-04-21,LV,-26,-12,42,-37,-39,12
2020-04-21,LY,-37,-12,-25,-40,-34,13
2020-04-21,MD,-59,-44,-38,-65,-57,19
2020-04-21,MK,-60,-28,-39,-62,-52,18
2020-04-21,ML,-16,-15,0,-33,-12,9
2020-04-21,MM,-60,-45,-20,-58,-45,21
2020-04-21,MN,-7,10,-10,-9,-3,3
2020-04-21,MT,-59,-28,-34,-47,-53,24
2020-04-21,MU,-80,-65,-74,-87,-81,35
2020-04-21,MX,-58,-28,-50,-60,-50,21
2020-04-21,MX_AGU,-57,-26,-41,-63,-50,22
2020-04-21,MX_BCN,-60,-24,-46,-63,-53,24
2020-04-21,MX_BCS,-70,-40,-68,-72,-58,26
2020-04-21,MX_CAM,-63,-35,-60,-59,-52,22
2020-04-21,MX_CHH,-57,-25,-45,-61,-50,22
2020-04-21,MX_CHP,-55,-26,-46,-55,-43,16
2020-04-21,MX_CMX,-66,-34,-61,-65,-59,26
2020-04-21,MX_COA,-57,-30,-53,-50,-51,22
2020-04-21,MX_COL,-53,-24,-46,-58,-37,17
2020-04-21,MX_DUR,-52,-28,-50,-52,-45,17
2020-04-21,MX_GRO,-58,-30,-49,-57,-47,16
2020-04-21,MX_GUA,-53,-22,-47,-50,-45,20
2020-04-21,MX_HID,-45,-24,-41,-55,-48,19
2020-04-21,MX_JAL,-55,-27,-49,-59,-46,20
2020-04-21,MX_MEX,-52,-21,-40,-57,-48,21
2020-04-21,MX_MIC,-53,-26,-37,-49,-39,15
2020-04-21,MX_MOR,-52,-25,-48,-51,-45,19
2020-04-21,MX_NAY,-63,-37,-63,-55,-50,20
2020-04-21,MX_OAX,-54,-30,-54,-50,-45,16
2020-04-21,MX_PUE,-56,-25,-42,-45,-51,20
2020-04-21,MX_QUE,-57,-25,-47,-45,-50,24
2020-04-21,MX_ROO,-76,-46,-74,-86,-64,32
2020-04-21,MX_SIN,-65,-38,-54,-64,-54,24
2020-04-21,MX_SON,-60,-34,-49,-58,-54,22
2020-04-21,MX_TAB,-61,-36,-51,-57,-50,20
2020-04-21,MX_TAM,-53,-25,-53,-50,-47,20
2020-04-21,MX_TLA,-46,-25,-41,-44,-48,19
2020-04-21,MX_VER,-50,-22,-44,-49,-42,15
2020-04-21,MX_ZAC,-57,-30,-53,-51,-48,18
2020-04-21,MY,-78,-44,-56,-77,-61,35
2020-04-21,MZ,-28,-21,-30,-29,-15,12
2020-04-21,NE,-19,-5,-19,-28,-21,11
2020-04-21,NG,-55,-47,-50,-56,-53,30
2020-04-21,NI,-25,-13,-18,-25,-9,7
2020-04-21,NL,-32,-6,52,-60,-47,17
2020-04-21,NO,-20,5,135,-34,-42,12
2020-04-21,NO_03,-34,3,173,-48,-58,18
2020-04-21,NO_11,-17,5,163,-33,-39,12
2020-04-21,NO_15,-19,6,100,-6,-36,9
2020-04-21,NO_18,-19,0,87,-44,-33,8
2020-04-21,NO_30,-9,12,218,-42,-43,13
2020-04-21,NO_34,-17,2,99,-29,-37,10
2020-04-21,NO_38,-11,11,156,-17,-38,10
2020-04-21,NO_42,-15,8,106,-11,-39,11
2020-04-21,NO_46,-22,3,95,-17,-41,11
2020-04-21,NO_50,-21,3,159,-37,-44,12
2020-04-21,NO_54,-30,2,40,-45,-36,9
2020-04-21,NP,-79,-68,-53,-73,-71,23
2020-04-21,NZ,-87,-36,-66,-85,-71,33
2020-04-21,OM,-56,-41,-45,-68,-44,19
2020-04-21,PA,-73,-41,-66,-73,-71,37
2020-04-21,PE,-84,-67,-76,-84,-76,39
2020-04-21,PE_AMA,,,-63,-82,-47,
2020-04-21,PE_ANC,-82,-71,-68,-88,-69,33
2020-04-21,PE_ARE,-80,-64,-71,-79,-71,37
2020-04-21,PE_AYA,-76,-70,-71,-86,-63,35
2020-04-21,PE_CAJ,-80,-70,-70,-85,-64,32
2020-04-21,PE_HUV,,,-52,-78,-49,
2020-04-21,PE_ICA,-77,-64,-76,-87,-65,35
2020-04-21,PE_LAL,-83,-66,-72,-82,-71,35
2020-04-21,PE_LAM,-86,-75,-76,-91,-74,36
2020-04-21,PE_LOR,-82,-70,-72,-73,-64,34
2020-04-21,PE_MDD,-76,-73,-69,-75,-57,
2020-04-21,PE_MOQ,-78,-73,-77,-90,-65,
2020-04-21,PE_PAS,,,-60,,-51,
2020-04-21,PE_PIU,-80,-70,-71,-85,-68,33
2020-04-21,PE_PUN,-77,-72,-64,-80,-62,33
2020-04-21,PE_TAC,-82,-70,-76,-83,-71,37
2020-04-21,PE_TUM,-72,-66,-73,-88,-63,
2020-04-21,PE_UCA,-79,-68,-74,-89,-66,36
2020-04-21,PG,-22,-2,-14,-39,-6,8
2020-04-21,PH,-79,-60,-51,-84,-72,35
2020-04-21,PK,-53,-35,-25,-45,-43,16
2020-04-21,PL,-47,-25,10,-55,-40,17
2020-04-21,PR,-65,-40,-59,-75,-57,27
2020-04-21,PT,-66,-36,-58,-74,-60,31
2020-04-21,PT_20,-68,-42,-50,-77,-60,26
2020-04-21,PT_30,-77,-55,-74,-70,-68,35
2020-04-21,PY,-54,-35,-52,-63,-41,23
2020-04-21,QA,-52,-27,-39,-54,-36,23
2020-04-21,RE,-88,-80,-91,-83,-57,
2020-04-21,RO,-67,-42,-45,-69,-60,21
2020-04-21,RS,-51,-19,-29,-59,-53,15
2020-04-21,RW,-62,-60,-15,-73,-57,30
2020-04-21,SA,-71,-39,-62,-80,-60,28
2020-04-21,SE,-13,-4,129,-29,-26,8
2020-04-21,SG,-64,-20,-60,-69,-67,42
2020-04-21,SI,-60,-36,-12,-53,-48,20
2020-04-21,SK,-62,-18,38,-52,-42,15
2020-04-21,SN,-41,-29,-28,-51,-33,17
2020-04-21,SV,-72,-52,-66,-69,-64,32
2020-04-21,TG,-30,-21,-16,-38,-19,17
2020-04-21,TH,-44,-17,-45,-58,-30,17
2020-04-21,TJ,-11,-9,-8,-21,9,-3
2020-04-21,TR,-51,11,-35,-54,-45,17
2020-04-21,TT,-68,-31,-56,-76,-62,27
2020-04-21,TW,-18,-1,-12,-23,8,4
2020-04-21,TZ,-28,-12,-15,-23,-22,11
2020-04-21,UG,-67,-55,-32,-73,-55,30
2020-04-21,US,-38,-14,-8,-49,-49,20
2020-04-21,US_AK,-27,-10,3,-46,-40,17
2020-04-21,US_AL,-23,-4,18,-23,-38,15
2020-04-21,US_AR,-15,1,85,-16,-35,11
2020-04-21,US_AZ,-34,-15,-16,-37,-46,17
2020-04-21,US_CA,-53,-17,-25,-52,-51,21
2020-04-21,US_CO,-38,-19,10,-52,-52,21
2020-04-21,US_CT,-46,-25,-28,-55,-52,24
2020-04-21,US_DC,-63,-33,-61,-78,-69,28
2020-04-21,US_DE,-38,-19,-13,-51,-48,20
2020-04-21,US_FL,-41,-20,-43,-53,-46,19
2020-04-21,US_GA,-30,-9,6,-47,-46,19
2020-04-21,US_HI,-52,-30,-66,-67,-49,23
2020-04-21,US_IA,-32,1,107,-18,-41,16
2020-04-21,US_ID,-23,-1,109,-21,-42,14
2020-04-21,US_IL,-38,-12,0,-51,-51,20
2020-04-21,US_IN,-27,-7,42,-21,-45,17
2020-04-21,US_KS,-27,-10,132,-20,-44,16
2020-04-21,US_KY,-26,-3,53,-26,-44,16
2020-04-21,US_LA,-26,-4,-5,-37,-41,15
2020-04-21,US_MA,-50,-29,-28,-72,-59,26
2020-04-21,US_MD,-39,-21,1,-56,-55,24
2020-04-21,US_ME,-37,-15,10,-46,-45,18
2020-04-21,US_MI,-49,-20,-11,-53,-60,25
2020-04-21,US_MN,-36,-12,48,-53,-48,21
2020-04-21,US_MO,-28,-5,82,-28,-46,16
2020-04-21,US_MS,-15,0,16,-18,-37,13
2020-04-21,US_MT,-31,1,93,-24,-39,12
2020-04-21,US_NC,-29,-7,29,-41,-43,16
2020-04-21,US_ND,-34,-11,44,-25,-36,17
2020-04-21,US_NE,-25,-7,97,-12,-40,16
2020-04-21,US_NH,-38,-17,-5,-49,-48,21
2020-04-21,US_NJ,-60,-25,-33,-69,-60,27
2020-04-21,US_NM,-30,-6,-3,-26,-45,17
2020-04-21,US_NV,-39,-14,-32,-50,-52,20
2020-04-21,US_NY,-63,-27,-43,-71,-60,27
2020-04-21,US_OH,-33,-12,30,-28,-47,18
2020-04-21,US_OK,-21,-2,59,-16,-40,14
2020-04-21,US_OR,-35,-11,27,-41,-47,17
2020-04-21,US_PA,-44,-22,-23,-55,-52,22
2020-04-21,US_RI,-43,-24,-23,-68,-51,23
2020-04-21,US_SC,-25,-4,-6,-23,-40,15
2020-04-21,US_SD,-27,2,128,-11,-38,14
2020-04-21,US_TN,-24,-4,18,-26,-41,15
2020-04-21,US_TX,-32,-14,-9,-40,-47,19
2020-04-21,US_UT,-28,-10,77,-42,-47,18
2020-04-21,US_VA,-34,-12,25,-48,-49,20
2020-04-21,US_VT,-46,-24,-14,-55,-54,22
2020-04-21,US_WA,-37,-15,14,-54,-54,21
2020-04-21,US_WI,-39,-14,52,-31,-44,19
2020-04-21,US_WV,-27,-7,0,-23,-42,14
2020-04-21,US_WY,-21,-2,61,-7,-34,12
2020-04-21,UY,-53,-33,-65,-50,-30,16
2020-04-21,VE,-60,-40,-52,-61,-53,21
2020-04-21,VN,-50,-26,-32,-51,-12,15
2020-04-21,YE,-3,-1,-12,-20,-12,1
2020-04-21,ZA,-73,-47,-45,-78,-69,35
2020-04-21,ZM,-22,-16,-7,-27,-18,13
2020-04-21,ZW,-55,-42,-43,-71,-58,38
2020-04-22,AE,-62,-33,-75,-77,-55,30
2020-04-22,AF,-42,-18,-14,-49,-38,11
2020-04-22,AG,-65,-49,-53,-73,-66,
2020-04-22,AO,-55,-40,-41,-68,-50,28
2020-04-22,AR,-83,-34,-91,-61,-49,23
2020-04-22,AR_B,-83,-33,-92,-57,-52,23
2020-04-22,AR_L,-81,-39,-86,-66,-39,21
2020-04-22,AR_R,-86,-50,-90,-90,-50,26
2020-04-22,AR_T,-79,-25,-84,-68,-40,18
2020-04-22,AR_W,-78,-37,-86,-72,-32,17
2020-04-22,AR_Y,-81,-38,-87,-76,-31,19
2020-04-22,AT,-61,-21,7,-54,-48,18
2020-04-22,AU,-38,-12,-28,-58,-37,18
2020-04-22,AU_ACT,-41,-10,14,-55,-46,22
2020-04-22,AU_NSW,-41,-12,-23,-58,-41,19
2020-04-22,AU_NT,-22,-3,-12,-35,-2,9
2020-04-22,AU_QLD,-36,-11,-26,-55,-30,15
2020-04-22,AU_SA,-32,-7,-10,-48,-31,14
2020-04-22,AU_TAS,-47,-19,-62,-58,-32,16
2020-04-22,AU_VIC,-44,-16,-40,-68,-42,21
2020-04-22,AU_WA,-32,-5,-33,-55,-32,17
2020-04-22,AW,-65,-31,-52,-67,-59,30
2020-04-22,BA,-58,-28,4,-48,-44,14
2020-04-22,BB,-70,-45,-60,-79,-70,30
2020-04-22,BD,-73,-53,-33,-70,-60,25
2020-04-22,BE,-68,-25,-1,-63,-58,23
2020-04-22,BF,-20,-12,-10,-37,-14,15
2020-04-22,BG,-48,-20,-33,-52,-41,16
2020-04-22,BH,-27,-6,-35,-28,-22,14
2020-04-22,BJ,-20,-10,-8,-25,-15,10
2020-04-22,BO,-81,-68,-74,-80,-73,36
2020-04-22,BR,-53,-15,-45,-51,-34,17
2020-04-22,BS,-52,-23,-37,-83,-57,28
2020-04-22,BW,-64,-52,-27,-77,-65,38
2020-04-22,BY,-18,-3,21,-20,-19,6
2020-04-22,BZ,-68,-47,-54,-79,-67,27
2020-04-22,CA,-50,-22,-22,-67,-58,24
2020-04-22,CA_AB,-42,-9,-10,-66,-51,21
2020-04-22,CA_BC,-47,-18,2,-61,-54,21
2020-04-22,CA_MB,-38,-9,21,-57,-46,19
2020-04-22,CA_NB,-42,-25,-29,-56,-55,21
2020-04-22,CA_NL,-37,-19,39,-52,-57,17
2020-04-22,CA_NS,-49,-30,-42,-69,-59,22
2020-04-22,CA_NT,,,,-51,-43,
2020-04-22,CA_NU,,,,,-24,
2020-04-22,CA_ON,-54,-22,-27,-69,-62,25
2020-04-22,CA_PE,-44,-22,,,-52,20
2020-04-22,CA_QC,-57,-31,-49,-74,-62,27
2020-04-22,CA_SK,-37,-9,37,-53,-46,17
2020-04-22,CA_YT,,,,,-39,
2020-04-22,CH,-70,-16,46,-46,-42,19
2020-04-22,CH_AG,-64,-6,107,-40,-35,17
2020-04-22,CH_AI,,,,,-28,
2020-04-22,CH_AR,,,,-24,-28,
2020-04-22,CH_BL,-65,-2,,-35,-37,17
2020-04-22,CH_FR,-70,-15,70,-45,-43,19
2020-04-22,CH_GE,-77,-29,24,-69,-63,26
2020-04-22,CH_GL,,,,1,-25,
2020-04-22,CH_GR,-77,-24,-6,-50,-36,13
2020-04-22,CH_JU,-76,-20,,-38,-43,
2020-04-22,CH_LU,-67,-13,44,-42,-35,16
2020-04-22,CH_NE,-68,-23,,-43,-51,19
2020-04-22,CH_NW,,,,-40,-32,
2020-04-22,CH_OW,,,,-27,-30,
2020-04-22,CH_SG,-67,-11,,-31,-29,14
2020-04-22,CH_SH,,,,-36,-36,
2020-04-22,CH_SO,-63,-3,,-44,-33,16
2020-04-22,CH_SZ,-55,-9,,-26,-33,15
2020-04-22,CH_TG,-64,-7,,-30,-28,13
2020-04-22,CH_TI,-78,-25,-17,-55,-49,22
2020-04-22,CH_UR,,,,-42,-26,
2020-04-22,CH_VD,-74,-24,42,-53,-54,23
2020-04-22,CH_VS,-77,-25,-14,-44,-41,16
2020-04-22,CI,-30,-16,-23,-33,-22,16
2020-04-22,CL,-61,-38,-60,-58,-45,22
2020-04-22,CL_AI,-54,-29,-57,-72,-28,15
2020-04-22,CL_AN,-53,-40,-57,-50,-33,18
2020-04-22,CL_AP,-80,-58,-80,-74,-57,27
2020-04-22,CL_AT,-50,-32,-55,-60,-29,18
2020-04-22,CL_CO,-64,-44,-74,-58,-37,18
2020-04-22,CL_LI,-48,-31,-50,-44,-28,17
2020-04-22,CL_LL,-64,-47,-62,-60,-39,20
2020-04-22,CL_LR,-65,-46,-71,-65,-39,20
2020-04-22,CL_ML,-53,-36,-50,-46,-29,18
2020-04-22,CL_NB,-67,-54,-51,-80,-65,
2020-04-22,CL_TA,-61,-35,-68,-45,-37,20
2020-04-22,CL_VS,-60,-43,-67,-53,-40,20
2020-04-22,CM,-26,-19,-25,-24,-18,12
2020-04-22,CO,-77,-58,-68,-76,-66,32
2020-04-22,CO_AMA,,,-65,,-43,
2020-04-22,CO_ANT,-77,-58,-67,-79,-68,31
2020-04-22,CO_ARA,,-44,-55,-60,-43,
2020-04-22,CO_CAL,-76,-60,-68,-86,-64,29
2020-04-22,CO_CAS,-72,-57,-59,-71,-51,29
2020-04-22,CO_CAU,-73,-58,-64,-51,-58,25
2020-04-22,CO_CAU,-76,-58,-72,-73,-64,29
2020-04-22,CO_CES,-72,-55,-61,-77,-54,22
2020-04-22,CO_CUN,-70,-54,-64,-68,-60,33
2020-04-22,CO_GUV,,,-54,,-41,
2020-04-22,CO_HUI,-74,-56,-66,,-60,26
2020-04-22,CO_LAG,-70,-54,-60,-76,-50,22
2020-04-22,CO_MAG,-75,-60,-75,-82,-60,23
2020-04-22,CO_MET,-75,-59,-62,-56,-58,30
2020-04-22,CO_PUT,-67,-53,-53,,-42,21
2020-04-22,CO_RIS,-77,-56,-76,-79,-68,31
2020-04-22,CO_SAN,-74,-53,-66,-73,-64,29
2020-04-22,CO_SUC,-71,-48,-61,-90,-52,22
2020-04-22,CO_TOL,-76,-58,-62,-81,-62,28
2020-04-22,CO_VAC,-76,-58,-72,-73,-64,29
2020-04-22,CO_VID,,,-41,,-20,
2020-04-22,CR,-47,-31,-53,-53,-38,19
2020-04-22,CV,-65,-51,-55,-81,-63,30
2020-04-22,CZ,-54,-4,19,-41,-37,14
2020-04-22,DE,-46,-8,60,-43,-35,13
2020-04-22,DE_BB,-37,0,47,-32,-28,10
2020-04-22,DE_BE,-56,-7,28,-46,-44,15
2020-04-22,DE_BW,-49,-11,65,-46,-37,15
2020-04-22,DE_BY,-54,-11,43,-49,-38,15
2020-04-22,DE_HB,-50,-5,64,-46,-38,13
2020-04-22,DE_HE,-46,-9,68,-57,-39,14
2020-04-22,DE_HH,-57,-7,72,-50,-45,17
2020-04-22,DE_MV,-42,-5,29,-32,-27,9
2020-04-22,DE_NI,-42,-8,61,-37,-36,13
2020-04-22,DE_NW,-42,-6,92,-43,-36,13
2020-04-22,DE_RP,-40,-7,54,-50,-35,13
2020-04-22,DE_SH,-42,-6,43,-38,-33,13
2020-04-22,DE_SL,-46,-15,23,-56,-40,15
2020-04-22,DE_SN,-47,-9,78,-33,-27,10
2020-04-22,DE_ST,-39,-2,60,-36,-24,8
2020-04-22,DE_TH,-42,-8,64,-30,-28,9
2020-04-22,DK,-18,-4,137,-40,-39,12
2020-04-22,DO,-68,-49,-59,-79,-67,30
2020-04-22,EC,-76,-59,-71,-77,-76,34
2020-04-22,EE,-39,-17,90,-34,-47,14
2020-04-22,EG,-50,2,-42,-36,-29,11
2020-04-22,ES,-87,-47,-75,-80,-65,29
2020-04-22,ES_AN,-86,-51,-72,-80,-64,26
2020-04-22,ES_AS,-88,-48,-69,-68,-62,25
2020-04-22,ES_CB,-86,-48,-72,-76,-61,28
2020-04-22,ES_CE,-89,-56,-82,-80,-63,
2020-04-22,ES_CM,-85,-51,-71,-78,-61,26
2020-04-22,ES_CN,-89,-54,-85,-79,-66,26
2020-04-22,ES_CT,-87,-41,-77,-79,-68,32
2020-04-22,ES_EX,-85,-52,-59,-72,-59,22
2020-04-22,ES_GA,-85,-48,-64,-78,-61,28
2020-04-22,ES_IB,-86,-50,-72,-80,-62,29
2020-04-22,ES_MC,-84,-47,-70,-71,-57,25
2020-04-22,ES_MD,-90,-51,-82,-83,-75,35
2020-04-22,ES_ML,-84,-52,-77,-67,-63,
2020-04-22,ES_NC,-86,-45,-72,-82,-59,28
2020-04-22,ES_PV,-88,-44,-76,-76,-62,30
2020-04-22,ES_RI,-85,-50,-74,-78,-56,26
2020-04-22,ES_VC,-87,-47,-77,-81,-63,28
2020-04-22,FI,-39,-11,110,-51,-46,14
2020-04-22,FJ,-31,-24,-20,-43,-22,16
2020-04-22,FR,-81,-38,-58,-76,-65,28
2020-04-22,FR_ARA,-80,-39,-54,-76,-64,28
2020-04-22,FR_BFC,-79,-40,-42,-67,-59,24
2020-04-22,FR_BRE,-80,-41,-46,-73,-60,25
2020-04-22,FR_COR,-82,-48,-69,-77,-58,24
2020-04-22,FR_CVL,-78,-38,-51,-72,-62,26
2020-04-22,FR_GES,-80,-38,-46,-74,-62,26
2020-04-22,FR_HDF,-79,-37,-47,-76,-63,25
2020-04-22,FR_IDF,-83,-32,-77,-79,-75,34
2020-04-22,FR_NAQ,-80,-41,-54,-74,-61,27
2020-04-22,FR_NOR,-79,-38,-50,-76,-61,25
2020-04-22,FR_OCC,-80,-40,-60,-76,-64,28
2020-04-22,FR_PAC,-79,-39,-65,-75,-64,27
2020-04-22,FR_PDL,-81,-43,-46,-78,-63,27
2020-04-22,GA,-50,-42,-21,-59,-47,27
2020-04-22,GB,-72,-28,1,-67,-66,27
2020-04-22,GE,-83,-64,-50,-77,-73,29
2020-04-22,GH,-31,-19,-24,-35,-30,18
2020-04-22,GR,-74,-14,-41,-69,-54,22
2020-04-22,GT,-55,-39,-46,-67,-45,25
2020-04-22,GW,,,-24,,-30,
2020-04-22,HK,-29,-13,-39,-38,-16,15
2020-04-22,HN,-72,-48,-50,-72,-59,25
2020-04-22,HR,-60,-29,7,-66,-52,18
2020-04-22,HT,-31,-29,-17,-50,-32,11
2020-04-22,HU,-46,-20,7,-50,-44,17
2020-04-22,ID,-34,-16,-28,-53,-36,15
2020-04-22,ID_AC,-11,8,-7,-33,-24,5
2020-04-22,ID_BA,-47,-38,-59,-69,-43,19
2020-04-22,ID_BB,-32,-10,-20,-62,-28,11
2020-04-22,ID_BE,-26,-13,-25,-49,-29,9
2020-04-22,ID_BT,-36,-18,-25,-63,-38,19
2020-04-22,ID_GO,-27,-13,-9,-40,-30,13
2020-04-22,ID_JA,-27,-11,-24,-46,-26,9
2020-04-22,ID_JB,-34,-15,-26,-50,-40,18
2020-04-22,ID_JI,-22,-7,-27,-42,-29,12
2020-04-22,ID_JK,-56,-31,-54,-67,-50,23
2020-04-22,ID_JT,-20,-6,-23,-40,-30,12
2020-04-22,ID_KB,-40,-16,-20,-46,-28,10
2020-04-22,ID_KI,-36,-17,-26,-46,-27,12
2020-04-22,ID_KR,-40,-23,-29,-62,-23,14
2020-04-22,ID_KS,-25,-9,-26,-44,-25,11
2020-04-22,ID_KT,-30,-17,-30,-38,-24,9
2020-04-22,ID_KU,-37,-14,-27,-38,-26,11
2020-04-22,ID_LA,-19,-2,-14,-32,-31,9
2020-04-22,ID_MA,-37,-21,-13,-40,-31,10
2020-04-22,ID_MU,-25,1,-15,-31,-24,8
2020-04-22,ID_NB,-33,-17,-35,-52,-27,12
2020-04-22,ID_NT,-33,-22,-16,-42,-22,10
2020-04-22,ID_PA,-44,-35,-29,-54,-29,14
2020-04-22,ID_PB,-35,-22,-32,-67,-28,12
2020-04-22,ID_RI,-34,-22,-9,-51,-27,12
2020-04-22,ID_SA,-47,-29,-30,-56,-33,15
2020-04-22,ID_SB,-40,-18,-41,-52,-40,15
2020-04-22,ID_SN,-42,-19,-22,-58,-38,14
2020-04-22,ID_SR,-28,-18,-48,-43,-30,11
2020-04-22,ID_SS,-32,-14,-18,-42,-30,11
2020-04-22,ID_ST,-36,-21,-5,-54,-26,11
