date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-07,CO_AMA,,,-60,,-43,
2020-05-07,CO_ANT,-65,-42,-53,-66,-55,26
2020-05-07,CO_ARA,,-17,-43,-41,-29,
2020-05-07,CO_CAL,-67,-46,-54,-80,-53,25
2020-05-07,CO_CAS,-64,-42,-46,-60,-38,25
2020-05-07,CO_CAU,-62,-43,-51,-41,-47,22
2020-05-07,CO_CAU,-62,-39,-56,-57,-52,24
2020-05-07,CO_CES,-65,-45,-54,-76,-45,22
2020-05-07,CO_CUN,-59,-38,-51,-55,-49,29
2020-05-07,CO_GUV,,,-53,,-31,
2020-05-07,CO_HUI,-63,-45,-56,,-49,24
2020-05-07,CO_LAG,-63,-40,-54,-65,-44,22
2020-05-07,CO_MAG,-66,-46,-66,-78,-50,21
2020-05-07,CO_MET,-66,-45,-48,-49,-48,27
2020-05-07,CO_PUT,-54,-46,-42,,-34,20
2020-05-07,CO_RIS,-68,-37,-62,-73,-55,26
2020-05-07,CO_SAN,-65,-38,-55,-62,-54,25
2020-05-07,CO_SUC,-59,-35,-44,-82,-38,19
2020-05-07,CO_TOL,-65,-42,-49,-77,-51,24
2020-05-07,CO_VAC,-62,-39,-56,-57,-52,24
2020-05-07,CO_VID,,,-20,,-1,
2020-05-07,CR,-43,-28,-49,-48,-35,19
2020-05-07,CV,-51,-38,-45,-67,-52,23
2020-05-07,CZ,-31,34,38,-27,-32,8
2020-05-07,DE,-33,-3,47,-35,-28,11
2020-05-07,DE_BB,-21,7,33,-26,-21,8
2020-05-07,DE_BE,-40,15,14,-40,-38,12
2020-05-07,DE_BW,-35,-6,45,-36,-30,12
2020-05-07,DE_BY,-36,-4,37,-40,-31,12
2020-05-07,DE_HB,-39,-4,41,-43,-32,11
2020-05-07,DE_HE,-35,-6,51,-50,-32,12
2020-05-07,DE_HH,-48,-4,56,-46,-40,15
2020-05-07,DE_MV,-27,-2,22,-24,-19,6
2020-05-07,DE_NI,-31,-4,48,-31,-30,11
2020-05-07,DE_NW,-31,-4,69,-36,-30,11
2020-05-07,DE_RP,-27,-4,41,-41,-27,10
2020-05-07,DE_SH,-29,-1,69,-29,-29,11
2020-05-07,DE_SL,-28,-7,52,-43,-29,11
2020-05-07,DE_SN,-26,-3,63,-24,-19,7
2020-05-07,DE_ST,-23,-3,30,-24,-15,6
2020-05-07,DE_TH,-24,-4,57,-17,-19,6
2020-05-07,DK,-12,17,150,-31,-33,7
2020-05-07,DO,-63,-42,-53,-76,-61,29
2020-05-07,EC,-67,-48,-63,-69,-68,32
2020-05-07,EE,-28,-7,46,-30,-41,13
2020-05-07,EG,-53,-2,-42,-44,-26,14
2020-05-07,ES,-76,-33,-29,-63,-58,24
2020-05-07,ES_AN,-75,-38,-37,-65,-57,21
2020-05-07,ES_AS,-76,-30,6,-42,-55,21
2020-05-07,ES_CB,-75,-31,0,-55,-54,22
2020-05-07,ES_CE,-84,-47,-57,-71,-55,
2020-05-07,ES_CM,-74,-35,-37,-64,-53,22
2020-05-07,ES_CN,-80,-42,-63,-68,-59,24
2020-05-07,ES_CT,-76,-27,-30,-61,-60,27
2020-05-07,ES_EX,-74,-37,-24,-53,-51,17
2020-05-07,ES_GA,-74,-30,-1,-60,-53,22
2020-05-07,ES_IB,-73,-33,-22,-66,-53,24
2020-05-07,ES_MC,-74,-30,-33,-52,-49,21
2020-05-07,ES_MD,-81,-34,-37,-70,-69,31
2020-05-07,ES_ML,-77,-42,-41,-72,-55,
2020-05-07,ES_NC,-73,-27,-14,-67,-51,21
2020-05-07,ES_PV,-76,-24,-6,-50,-54,23
2020-05-07,ES_RI,-73,-33,-12,-64,-50,20
2020-05-07,ES_VC,-76,-37,-33,-64,-55,23
2020-05-07,FI,-32,-3,96,-49,-44,12
2020-05-07,FJ,-19,-12,-8,-25,-15,14
2020-05-07,FR,-69,-12,-48,-70,-58,25
2020-05-07,FR_ARA,-69,-14,-48,-72,-57,26
2020-05-07,FR_BFC,-66,-13,-34,-62,-52,22
2020-05-07,FR_BRE,-66,-8,-25,-67,-52,23
2020-05-07,FR_COR,-64,-24,-42,-60,-49,19
2020-05-07,FR_CVL,-65,-10,-46,-67,-55,23
2020-05-07,FR_GES,-67,-11,-39,-69,-55,22
2020-05-07,FR_HDF,-65,-11,-43,-71,-56,23
2020-05-07,FR_IDF,-74,-13,-71,-72,-71,32
2020-05-07,FR_NAQ,-66,-13,-39,-67,-52,22
2020-05-07,FR_NOR,-66,-10,-39,-71,-53,22
2020-05-07,FR_OCC,-66,-12,-43,-67,-56,23
2020-05-07,FR_PAC,-67,-16,-50,-66,-56,24
2020-05-07,FR_PDL,-68,-11,-33,-72,-54,24
2020-05-07,GA,-24,-13,-9,-31,-26,20
2020-05-07,GB,-67,-15,16,-62,-63,25
2020-05-07,GE,-63,-38,-25,-60,-57,20
2020-05-07,GH,-21,-8,-17,-25,-20,15
2020-05-07,GR,-48,9,31,-42,-36,14
2020-05-07,GT,-49,-33,-41,-64,-41,23
2020-05-07,GW,,,-14,,-29,
2020-05-07,HK,-20,-5,-11,-24,-3,9
2020-05-07,HN,-71,-51,-49,-71,-58,25
2020-05-07,HR,-42,-12,32,-52,-38,12
2020-05-07,HT,-27,-22,-12,-41,-30,7
2020-05-07,HU,-32,-8,4,-44,-38,15
2020-05-07,ID,-44,-18,-37,-62,-58,24
2020-05-07,ID_AC,-35,-18,-36,-57,-45,16
2020-05-07,ID_BA,-48,-38,-60,-80,-56,23
2020-05-07,ID_BB,-31,-5,-25,-73,-53,19
2020-05-07,ID_BE,-31,-20,-42,-62,-54,20
2020-05-07,ID_BT,-36,-15,-31,-71,-62,28
2020-05-07,ID_GO,-47,-36,-29,-42,-58,26
2020-05-07,ID_JA,-35,-19,-33,-64,-51,19
2020-05-07,ID_JB,-59,-11,-31,-56,-60,26
2020-05-07,ID_JI,-32,-15,-31,-60,-55,23
2020-05-07,ID_JK,-61,-29,-94,-73,-70,30
2020-05-07,ID_JT,-25,-9,-27,-53,-53,20
2020-05-07,ID_KB,-47,-24,-29,-57,-51,19
2020-05-07,ID_KI,-36,-14,-24,-64,-51,20
2020-05-07,ID_KR,-34,-13,-33,-75,-56,24
2020-05-07,ID_KS,-37,-16,-34,-63,-51,20
2020-05-07,ID_KT,-37,-20,-35,-53,-49,16
2020-05-07,ID_KU,-42,-14,-34,-59,-49,18
2020-05-07,ID_LA,-31,-12,-30,-49,-51,19
2020-05-07,ID_MA,-40,-25,-14,-68,-56,19
2020-05-07,ID_MU,-38,-10,-22,-52,-46,17
2020-05-07,ID_NB,-42,-24,-46,-65,-53,21
2020-05-07,ID_NT,-36,-20,-17,-62,-49,17
2020-05-07,ID_PA,-46,-30,-31,-56,-50,20
2020-05-07,ID_PB,-40,-22,-42,-63,-51,20
2020-05-07,ID_RI,-37,-22,-19,-60,-49,20
2020-05-07,ID_SA,-48,-28,-32,-65,-55,21
2020-05-07,ID_SB,-47,-28,-50,-63,-56,23
2020-05-07,ID_SN,-56,-34,-33,-74,-59,25
2020-05-07,ID_SR,-38,-28,-58,-64,-51,20
2020-05-07,ID_SS,-38,-21,-25,-55,-53,21
2020-05-07,ID_ST,-39,-18,-10,-62,-49,19
2020-05-07,ID_SU,-45,-30,-43,-59,-58,23
2020-05-07,IE,-70,-14,6,-63,-62,28
2020-05-07,IL,-45,-5,5,-32,-35,18
2020-05-07,IN,-79,-31,-59,-57,-56,26
2020-05-07,IN_AN,-84,,-69,-77,-52,29
2020-05-07,IN_AP,-79,-28,-58,-50,-43,24
2020-05-07,IN_AR,-63,-4,-11,-43,-26,10
2020-05-07,IN_AS,-73,-23,-21,-49,-30,16
2020-05-07,IN_BR,-76,-13,-14,-53,-34,13
2020-05-07,IN_CH,-85,-64,-97,-74,-68,32
2020-05-07,IN_CT,-71,-4,-56,-55,-35,17
2020-05-07,IN_DD,-73,-32,-80,-41,-30,22
2020-05-07,IN_DL,-85,-57,-95,-78,-77,33
2020-05-07,IN_DN,-65,18,-60,-70,-25,20
2020-05-07,IN_GA,-69,-26,-71,-41,-35,18
2020-05-07,IN_GJ,-84,-47,-68,-58,-61,31
2020-05-07,IN_HP,-66,-22,-32,-26,-40,14
2020-05-07,IN_HR,-75,-28,-87,-63,-56,27
2020-05-07,IN_JH,-78,-34,-46,-57,-41,20
2020-05-07,IN_JK,-47,25,27,25,-17,27
2020-05-07,IN_KA,-74,-21,-69,-45,-55,26
2020-05-07,IN_KL,-76,-9,-2,-36,-41,23
2020-05-07,IN_LD,,,33,,-29,
2020-05-07,IN_MH,-83,-43,-72,-70,-71,34
2020-05-07,IN_ML,-69,-41,-20,-22,-31,17
2020-05-07,IN_MN,-78,-22,-14,-24,-32,11
2020-05-07,IN_MP,-80,-36,-67,-57,-53,24
2020-05-07,IN_MZ,-78,-23,-12,-15,-47,10
2020-05-07,IN_NL,-69,-35,-58,-46,-30,12
2020-05-07,IN_OR,-75,-26,-33,-52,-32,16
2020-05-07,IN_PB,-78,-34,-73,-61,-52,23
2020-05-07,IN_PY,-72,-19,-75,-35,-38,29
2020-05-07,IN_RJ,-77,-22,-74,-55,-46,21
2020-05-07,IN_SK,-68,-40,-43,-65,-25,13
2020-05-07,IN_TG,-84,-34,-65,-58,-61,29
2020-05-07,IN_TN,-79,-29,-39,-49,-56,30
2020-05-07,IN_TR,-75,-20,-10,-48,-34,16
2020-05-07,IN_UP,-78,-24,-54,-63,-52,22
2020-05-07,IN_UT,-69,-20,-55,-47,-41,21
2020-05-07,IN_WB,-83,-32,-52,-66,-56,25
2020-05-07,IQ,-32,-4,-21,-26,-20,15
2020-05-07,IT,-60,-27,-28,-58,-45,20
2020-05-07,IT_25,-64,-31,-15,-65,-48,23
2020-05-07,IT_34,-58,-22,-28,-56,-39,18
2020-05-07,IT_42,-56,-23,-24,-51,-46,20
2020-05-07,IT_45,-59,-27,-13,-54,-41,20
2020-05-07,IT_52,-60,-27,-26,-53,-43,21
2020-05-07,IT_55,-58,-29,-29,-40,-40,19
2020-05-07,IT_57,-57,-29,-15,-45,-42,20
2020-05-07,IT_62,-61,-26,-42,-65,-53,23
2020-05-07,IT_65,-57,-27,-23,-54,-45,18
2020-05-07,IT_67,-56,-29,-41,-47,-44,17
2020-05-07,IT_72,-59,-23,-42,-57,-47,19
2020-05-07,IT_75,-56,-25,-41,-62,-44,17
2020-05-07,IT_77,-57,-23,-31,-51,-45,17
2020-05-07,IT_78,-59,-27,-33,-59,-47,17
2020-05-07,IT_82,-58,-26,-38,-59,-47,17
2020-05-07,IT_88,-62,-29,-15,-50,-43,16
2020-05-07,JM,-43,-32,-53,-42,-43,24
2020-05-07,JO,-39,-13,-39,-79,-41,18
2020-05-07,JP,-31,1,3,-44,-26,14
2020-05-07,JP_01,-28,1,8,-42,-18,10
2020-05-07,JP_02,-15,1,8,-31,-10,6
2020-05-07,JP_03,-15,1,6,-34,-11,7
2020-05-07,JP_04,-26,-1,9,-47,-20,12
2020-05-07,JP_05,-16,0,35,-35,-11,7
2020-05-07,JP_06,-19,0,29,-45,-18,10
2020-05-07,JP_07,-20,0,14,-43,-18,11
2020-05-07,JP_08,-20,0,2,-47,-22,13
2020-05-07,JP_09,-18,3,10,-47,-24,14
2020-05-07,JP_10,-20,2,7,-44,-25,13
2020-05-07,JP_11,-25,4,10,-44,-29,17
2020-05-07,JP_12,-32,1,20,-45,-30,17
2020-05-07,JP_13,-53,-1,-7,-51,-42,22
2020-05-07,JP_14,-36,6,18,-45,-37,20
2020-05-07,JP_15,-18,1,15,-45,-16,9
2020-05-07,JP_16,-24,-3,28,-42,-18,11
2020-05-07,JP_17,-28,-3,19,-53,-21,13
2020-05-07,JP_18,-22,2,23,-35,-19,11
2020-05-07,JP_19,-23,-1,-21,-48,-19,11
2020-05-07,JP_20,-25,0,-2,-49,-18,11
2020-05-07,JP_21,-25,0,-4,-41,-24,13
2020-05-07,JP_22,-20,1,-2,-47,-28,14
2020-05-07,JP_23,-21,4,23,-47,-35,17
2020-05-07,JP_24,-19,-1,2,-47,-25,13
2020-05-07,JP_25,-21,2,5,-47,-25,13
2020-05-07,JP_26,-34,-1,1,-46,-25,12
2020-05-07,JP_27,-40,0,7,-43,-26,14
2020-05-07,JP_29,-25,1,-3,-39,-22,11
2020-05-07,JP_30,-24,-1,0,-40,-15,9
2020-05-07,JP_31,-19,0,6,-36,-10,7
2020-05-07,JP_32,-20,-3,3,-34,-12,8
2020-05-07,JP_33,-23,0,6,-41,-15,9
2020-05-07,JP_34,-28,3,8,-43,-22,12
2020-05-07,JP_35,-18,1,-1,-39,-16,10
2020-05-07,JP_36,-24,-1,-2,-40,-12,8
2020-05-07,JP_37,-24,-1,-8,-43,-14,10
2020-05-07,JP_38,-25,-2,2,-38,-12,8
2020-05-07,JP_40,-30,-2,11,-48,-23,13
2020-05-07,JP_41,-20,-1,-12,-45,-15,9
2020-05-07,JP_42,-21,-1,-7,-36,-12,8
2020-05-07,JP_43,-22,-1,-2,-34,-16,10
2020-05-07,JP_45,-20,1,-6,-34,-11,7
2020-05-07,JP_46,-20,0,-10,-41,-9,7
2020-05-07,JP_47,-35,-9,-43,-57,-23,14
2020-05-07,KE,-37,-26,-25,-33,-33,22
2020-05-07,KG,-57,-43,-22,-54,-53,16
2020-05-07,KH,-27,-18,-18,-47,-20,10
2020-05-07,KR,-7,7,36,-4,-1,2
2020-05-07,KW,-66,-43,-58,-61,-57,35
2020-05-07,KZ,-35,-13,-2,-26,-60,16
2020-05-07,LA,-34,-17,-6,-45,-21,8
2020-05-07,LB,-33,-5,-1,-58,-38,11
2020-05-07,LI,,,,-18,-28,
2020-05-07,LK,-84,-84,-48,-78,-74,43
2020-05-07,LT,-36,-7,61,-41,-41,14
2020-05-07,LU,-62,-29,-2,-52,-57,24
2020-05-07,LV,-20,-3,26,-32,-36,11
2020-05-07,LY,-25,3,-5,-26,-20,15
2020-05-07,MD,-41,-27,-28,-49,-44,16
2020-05-07,MK,-44,-12,8,-45,-41,14
2020-05-07,ML,-20,-13,-6,-39,-9,12
2020-05-07,MM,-47,-29,-13,-41,-28,16
2020-05-07,MN,1,27,18,6,-4,2
2020-05-07,MT,-47,-15,-17,-36,-48,22
2020-05-07,MU,-75,-58,-69,-82,-75,31
2020-05-07,MX,-56,-22,-50,-62,-50,23
2020-05-07,MX_AGU,-54,-17,-37,-60,-48,22
2020-05-07,MX_BCN,-53,-12,-34,-58,-46,21
2020-05-07,MX_BCS,-67,-33,-65,-71,-55,27
2020-05-07,MX_CAM,-63,-29,-60,-60,-52,24
2020-05-07,MX_CHH,-53,-15,-39,-57,-49,22
2020-05-07,MX_CHP,-53,-23,-46,-57,-42,18
2020-05-07,MX_CMX,-69,-35,-64,-68,-64,30
2020-05-07,MX_COA,-50,-16,-48,-52,-48,21
2020-05-07,MX_COL,-47,-16,-33,-50,-34,17
2020-05-07,MX_DUR,-46,-21,-48,-48,-43,17
2020-05-07,MX_GRO,-60,-29,-52,-60,-48,19
2020-05-07,MX_GUA,-49,-18,-48,-50,-43,20
2020-05-07,MX_HID,-52,-26,-49,-58,-51,22
2020-05-07,MX_JAL,-48,-16,-42,-56,-42,19
2020-05-07,MX_MEX,-51,-20,-42,-60,-52,24
2020-05-07,MX_MIC,-47,-18,-32,-45,-36,14
2020-05-07,MX_MOR,-55,-24,-50,-54,-47,21
2020-05-07,MX_NAY,-58,-30,-57,-49,-47,20
2020-05-07,MX_OAX,-54,-28,-55,-51,-43,18
2020-05-07,MX_PUE,-55,-21,-47,-46,-50,22
2020-05-07,MX_QUE,-59,-26,-52,-45,-50,26
2020-05-07,MX_ROO,-76,-44,-74,-86,-64,34
2020-05-07,MX_SIN,-59,-27,-49,-63,-52,23
2020-05-07,MX_SON,-52,-18,-39,-53,-50,20
2020-05-07,MX_TAB,-66,-34,-57,-63,-56,25
2020-05-07,MX_TAM,-47,-11,-43,-49,-44,19
2020-05-07,MX_TLA,-44,-21,-41,-48,-46,20
2020-05-07,MX_VER,-50,-20,-45,-49,-42,17
2020-05-07,MX_ZAC,-54,-25,-53,-55,-47,19
2020-05-07,MY,-64,-15,-50,-64,-59,32
2020-05-07,MZ,-19,-8,-22,-20,-9,11
2020-05-07,NE,-17,-2,-23,-30,-14,13
2020-05-07,NG,-45,-33,-45,-39,-40,25
2020-05-07,NI,-27,-15,-18,-24,-11,9
2020-05-07,NL,-30,-3,69,-55,-43,15
2020-05-07,NO,-14,9,70,-34,-34,11
2020-05-07,NO_03,-29,6,85,-47,-51,17
2020-05-07,NO_11,-12,5,81,-30,-31,10
2020-05-07,NO_15,-10,8,71,-7,-28,9
2020-05-07,NO_18,-7,5,17,-45,-25,8
2020-05-07,NO_30,-3,17,119,-41,-35,12
2020-05-07,NO_34,-12,4,55,-25,-29,9
2020-05-07,NO_38,-2,17,93,-17,-29,9
2020-05-07,NO_42,-9,13,97,-4,-31,9
2020-05-07,NO_46,-17,6,32,-23,-33,11
2020-05-07,NO_50,-16,6,80,-40,-35,12
2020-05-07,NO_54,-21,4,-21,-44,-28,10
2020-05-07,NP,-72,-58,-43,-63,-65,21
2020-05-07,NZ,-72,-25,-55,-70,-42,23
2020-05-07,OM,-54,-37,-47,-66,-39,24
2020-05-07,PA,-71,-42,-63,-70,-67,37
2020-05-07,PE,-84,-57,-68,-76,-70,37
2020-05-07,PE_AMA,,,-53,-79,-39,
2020-05-07,PE_ANC,-85,-58,-57,-79,-61,30
2020-05-07,PE_ARE,-86,-64,-62,-73,-67,36
2020-05-07,PE_AYA,-80,-64,-62,-85,-54,31
2020-05-07,PE_CAJ,-81,-58,-60,-79,-56,30
2020-05-07,PE_HUV,,,-46,-71,-48,
2020-05-07,PE_ICA,-81,-53,-66,-84,-56,32
2020-05-07,PE_LAL,-82,-52,-63,-69,-63,31
2020-05-07,PE_LAM,-88,-66,-63,-82,-69,33
2020-05-07,PE_LOR,-86,-65,-70,-66,-64,33
2020-05-07,PE_MDD,-82,-54,-63,-62,-43,
2020-05-07,PE_MOQ,-78,-68,-73,-89,-56,37
2020-05-07,PE_PAS,,,-60,,-46,
2020-05-07,PE_PIU,-84,-62,-64,-79,-64,31
2020-05-07,PE_PUN,-76,-57,-55,-76,-53,31
2020-05-07,PE_TAC,-81,-56,-69,-79,-61,34
2020-05-07,PE_TUM,-78,-46,-63,-79,-54,
2020-05-07,PE_UCA,-89,-74,-76,-84,-68,37
2020-05-07,PG,-3,20,-12,-27,20,5
2020-05-07,PH,-80,-47,-52,-77,-67,33
2020-05-07,PK,-51,-35,-29,-45,-38,18
2020-05-07,PL,-32,-11,16,-46,-32,12
2020-05-07,PR,-46,-23,-43,-67,-47,23
2020-05-07,PT,-55,-22,-15,-62,-51,25
2020-05-07,PT_20,-59,-31,-30,-71,-52,24
2020-05-07,PT_30,-66,-39,-54,-54,-56,27
2020-05-07,PY,-41,-26,-41,-51,-24,19
2020-05-07,QA,-53,-20,-45,-52,-36,29
2020-05-07,RE,-85,-66,-90,-78,-49,
2020-05-07,RO,-54,-29,-37,-58,-45,17
2020-05-07,RS,-27,-13,18,-45,-42,9
2020-05-07,RW,-36,-27,-15,-35,-34,17
2020-05-07,SA,-59,-31,-65,-77,-47,28
2020-05-07,SE,-13,0,86,-31,-24,8
2020-05-07,SG,-66,-14,-60,-72,-83,48
2020-05-07,SI,-28,-18,37,-41,-36,12
2020-05-07,SK,-35,20,41,-38,-37,10
2020-05-07,SN,-39,-25,-29,-48,-32,18
2020-05-07,SV,-83,-69,-73,-78,-70,36
2020-05-07,TG,-26,-11,-2,-31,-13,18
2020-05-07,TH,-38,-3,-34,-45,-25,14
2020-05-07,TJ,-45,-37,-32,-48,-40,16
2020-05-07,TR,-52,0,-24,-50,-39,18
2020-05-07,TT,-57,-18,-43,-70,-56,25
2020-05-07,TW,-10,3,-13,-18,7,-1
2020-05-07,TZ,-23,-7,-14,-17,-21,11
2020-05-07,UG,-63,-48,-28,-68,-49,27
2020-05-07,US,-29,-3,21,-42,-44,17
2020-05-07,US_AK,-11,4,70,-36,-34,12
2020-05-07,US_AL,-15,8,33,-12,-34,12
2020-05-07,US_AR,-9,11,63,-14,-32,10
2020-05-07,US_AZ,-29,-6,-15,-35,-44,16
2020-05-07,US_CA,-46,-8,-18,-48,-49,20
2020-05-07,US_CO,-28,-6,45,-46,-48,17
2020-05-07,US_CT,-31,-8,63,-44,-48,19
2020-05-07,US_DC,-57,-23,-45,-74,-68,26
2020-05-07,US_DE,-27,-7,34,-38,-45,17
2020-05-07,US_FL,-33,-12,-23,-48,-41,16
2020-05-07,US_GA,-18,-1,11,-41,-42,16
2020-05-07,US_HI,-47,-23,-54,-66,-43,20
2020-05-07,US_IA,-26,8,103,-14,-38,15
2020-05-07,US_ID,-14,8,122,-11,-36,11
2020-05-07,US_IL,-32,-1,35,-45,-48,19
2020-05-07,US_IN,-19,4,97,-14,-40,15
2020-05-07,US_KS,-27,-4,33,-16,-40,17
2020-05-07,US_KY,-20,6,67,-21,-41,14
2020-05-07,US_LA,-20,5,2,-31,-37,13
2020-05-07,US_MA,-39,-12,38,-65,-55,23
2020-05-07,US_MD,-30,-11,66,-48,-53,22
2020-05-07,US_ME,-26,-3,73,-35,-39,14
2020-05-07,US_MI,-31,-5,90,-37,-53,20
2020-05-07,US_MN,-30,0,88,-48,-46,19
2020-05-07,US_MO,-18,5,49,-23,-40,14
2020-05-07,US_MS,-8,8,29,-9,-32,11
2020-05-07,US_MT,-13,10,46,-17,-30,10
2020-05-07,US_NC,-22,2,29,-37,-40,15
2020-05-07,US_ND,-16,-1,39,-20,-31,14
2020-05-07,US_NE,-23,-1,29,-11,-38,17
2020-05-07,US_NH,-25,-3,91,-33,-43,18
2020-05-07,US_NJ,-47,-10,65,-60,-55,23
2020-05-07,US_NM,-26,4,16,-18,-44,16
2020-05-07,US_NV,-35,-6,-27,-48,-50,18
2020-05-07,US_NY,-50,-8,16,-62,-55,22
2020-05-07,US_OH,-24,1,113,-19,-42,16
2020-05-07,US_OK,-8,10,39,-9,-35,12
2020-05-07,US_OR,-28,2,57,-36,-44,15
2020-05-07,US_PA,-32,-6,57,-44,-47,18
2020-05-07,US_RI,-30,-8,71,-56,-47,19
2020-05-07,US_SC,-15,4,10,-15,-35,13
2020-05-07,US_SD,-18,8,59,-8,-33,15
2020-05-07,US_TN,-12,6,35,-20,-35,11
2020-05-07,US_TX,-22,-3,16,-34,-42,16
2020-05-07,US_UT,-17,1,86,-34,-43,15
2020-05-07,US_VA,-28,-4,44,-42,-47,18
2020-05-07,US_VT,-33,-13,73,-43,-47,17
2020-05-07,US_WA,-30,-2,80,-46,-50,17
2020-05-07,US_WI,-30,-1,113,-23,-41,17
