date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-04-30,CO_MET,-70,-53,-57,-46,-52,27
2020-04-30,CO_PUT,-55,,-37,,-35,17
2020-04-30,CO_RIS,-72,-44,-67,-77,-60,27
2020-04-30,CO_SAN,-68,-42,-59,-70,-59,26
2020-04-30,CO_SUC,-61,-38,-48,-83,-44,19
2020-04-30,CO_TOL,-69,-47,-55,-79,-56,25
2020-04-30,CO_VAC,-63,-39,-58,-61,-56,24
2020-04-30,CO_VID,,,-34,,-9,
2020-04-30,CR,-39,-20,-45,-46,-36,18
2020-04-30,CV,-55,-40,-45,-71,-56,26
2020-04-30,CZ,-41,17,19,-34,-35,9
2020-04-30,DE,-34,19,-8,-39,-34,12
2020-04-30,DE_BB,-17,30,22,-27,-27,8
2020-04-30,DE_BE,-45,17,-10,-43,-43,14
2020-04-30,DE_BW,-39,18,-27,-46,-39,14
2020-04-30,DE_BY,-41,19,-25,-46,-36,14
2020-04-30,DE_HB,-37,24,-5,-40,-37,11
2020-04-30,DE_HE,-38,15,-22,-54,-38,13
2020-04-30,DE_HH,-47,17,5,-47,-44,16
2020-04-30,DE_MV,-24,19,-15,-26,-26,7
2020-04-30,DE_NI,-30,20,0,-33,-35,11
2020-04-30,DE_NW,-31,19,-1,-39,-35,11
2020-04-30,DE_RP,-30,20,-21,-48,-35,12
2020-04-30,DE_SH,-30,19,-4,-32,-34,11
2020-04-30,DE_SL,-36,13,-16,-51,-38,13
2020-04-30,DE_SN,-25,19,23,-28,-27,8
2020-04-30,DE_ST,-23,20,-3,-28,-23,7
2020-04-30,DE_TH,-22,22,4,-24,-29,8
2020-04-30,DK,-28,-1,11,-44,-39,14
2020-04-30,DO,-65,-46,-57,-78,-64,30
2020-04-30,EC,-72,-55,-68,-73,-72,32
2020-04-30,EE,-33,-7,37,-33,-45,13
2020-04-30,EG,-57,-9,-46,-49,-27,15
2020-04-30,ES,-82,-30,-63,-74,-63,27
2020-04-30,ES_AN,-82,-35,-63,-75,-62,24
2020-04-30,ES_AS,-83,-27,-58,-64,-60,25
2020-04-30,ES_CB,-80,-28,-56,-70,-58,25
2020-04-30,ES_CE,-88,-46,-76,-70,-62,
2020-04-30,ES_CM,-81,-31,-62,-74,-59,24
2020-04-30,ES_CN,-85,-41,-81,-75,-63,23
2020-04-30,ES_CT,-81,-24,-63,-73,-65,30
2020-04-30,ES_EX,-81,-34,-52,-66,-56,20
2020-04-30,ES_GA,-81,-25,-57,-74,-58,26
2020-04-30,ES_IB,-81,-32,-58,-76,-59,27
2020-04-30,ES_MC,-79,-25,-59,-63,-55,23
2020-04-30,ES_MD,-86,-29,-70,-79,-73,34
2020-04-30,ES_ML,-81,-41,-65,-77,-60,
2020-04-30,ES_NC,-80,-21,-57,-75,-56,24
2020-04-30,ES_PV,-83,-20,-61,-67,-60,27
2020-04-30,ES_RI,-80,-29,-58,-74,-55,23
2020-04-30,ES_VC,-82,-32,-65,-75,-61,26
2020-04-30,FI,-30,15,105,-48,-49,10
2020-04-30,FJ,-21,-14,-16,-34,-19,15
2020-04-30,FR,-73,-16,-61,-75,-64,28
2020-04-30,FR_ARA,-74,-20,-65,-78,-64,29
2020-04-30,FR_BFC,-71,-17,-54,-70,-59,25
2020-04-30,FR_BRE,-72,-12,-47,-74,-57,26
2020-04-30,FR_COR,-70,-26,-50,-65,-54,21
2020-04-30,FR_CVL,-70,-12,-59,-74,-60,26
2020-04-30,FR_GES,-72,-18,-59,-75,-60,25
2020-04-30,FR_HDF,-69,-14,-59,-76,-61,25
2020-04-30,FR_IDF,-77,-18,-82,-78,-74,35
2020-04-30,FR_NAQ,-71,-17,-53,-73,-60,26
2020-04-30,FR_NOR,-71,-14,-52,-76,-58,25
2020-04-30,FR_OCC,-70,-16,-51,-72,-61,26
2020-04-30,FR_PAC,-71,-17,-59,-71,-61,26
2020-04-30,FR_PDL,-73,-16,-51,-78,-60,28
2020-04-30,GA,-28,-15,-7,-35,-30,20
2020-04-30,GB,-74,-28,-31,-69,-66,27
2020-04-30,GE,-62,-39,-17,-56,-59,19
2020-04-30,GH,-23,-11,-17,-26,-24,16
2020-04-30,GR,-60,28,4,-55,-46,17
2020-04-30,GT,-49,-32,-40,-63,-43,23
2020-04-30,GW,,,-16,,-27,
2020-04-30,HK,-20,7,15,-33,-51,18
2020-04-30,HN,-69,-41,-46,-70,-57,23
2020-04-30,HR,-43,5,17,-56,-46,13
2020-04-30,HT,-26,-20,-11,-45,-29,9
2020-04-30,HU,-32,13,9,-44,-43,15
2020-04-30,ID,-40,-19,-35,-58,-36,18
2020-04-30,ID_AC,-34,-17,-32,-54,-26,11
2020-04-30,ID_BA,-46,-34,-61,-76,-40,19
2020-04-30,ID_BB,-39,-15,-31,-71,-28,14
2020-04-30,ID_BE,-31,-17,-31,-60,-29,14
2020-04-30,ID_BT,-38,-16,-28,-68,-38,21
2020-04-30,ID_GO,-38,-24,-21,-43,-32,18
2020-04-30,ID_JA,-37,-20,-34,-61,-29,14
2020-04-30,ID_JB,-38,-16,-33,-55,-40,20
2020-04-30,ID_JI,-33,-15,-33,-55,-32,17
2020-04-30,ID_JK,-57,-28,-54,-68,-49,24
2020-04-30,ID_JT,-28,-11,-28,-50,-30,15
2020-04-30,ID_KB,-47,-25,-31,-58,-28,14
2020-04-30,ID_KI,-41,-20,-28,-62,-28,16
2020-04-30,ID_KR,-45,-30,-41,-73,-25,17
2020-04-30,ID_KS,-38,-18,-34,-61,-30,15
2020-04-30,ID_KT,-37,-21,-36,-49,-27,12
2020-04-30,ID_KU,-42,-21,-34,-56,-26,14
2020-04-30,ID_LA,-29,-8,-25,-45,-32,14
2020-04-30,ID_MA,-39,-22,-15,-55,-30,14
2020-04-30,ID_MU,-38,-13,-24,-49,-26,13
2020-04-30,ID_NB,-39,-20,-41,-61,-28,16
2020-04-30,ID_NT,-34,-18,-18,-56,-22,12
2020-04-30,ID_PA,-45,-37,-30,-56,-28,15
2020-04-30,ID_PB,-39,-24,-45,-66,-29,16
2020-04-30,ID_RI,-42,-26,-20,-60,-28,15
2020-04-30,ID_SA,-45,-23,-29,-61,-32,16
2020-04-30,ID_SB,-47,-28,-49,-62,-40,18
2020-04-30,ID_SN,-50,-24,-26,-68,-39,18
2020-04-30,ID_SR,-36,-23,-49,-55,-30,14
2020-04-30,ID_SS,-38,-19,-21,-54,-31,15
2020-04-30,ID_ST,-41,-22,-11,-64,-25,14
2020-04-30,ID_SU,-41,-22,-39,-52,-31,16
2020-04-30,IE,-73,-15,-27,-67,-65,28
2020-04-30,IL,-57,-8,-25,-44,-46,24
2020-04-30,IN,-84,-43,-60,-64,-61,29
2020-04-30,IN_AN,-86,,-70,-80,-48,30
2020-04-30,IN_AP,-85,-42,-60,-58,-50,28
2020-04-30,IN_AR,-70,-31,-13,-55,-22,13
2020-04-30,IN_AS,-82,-41,-23,-59,-39,20
2020-04-30,IN_BR,-78,-18,-13,-57,-36,15
2020-04-30,IN_CH,-94,-82,-98,-83,-78,37
2020-04-30,IN_CT,-77,-20,-58,-63,-35,20
2020-04-30,IN_DD,-81,-44,-80,-49,-39,28
2020-04-30,IN_DL,-89,-66,-96,-82,-81,35
2020-04-30,IN_DN,-72,-2,-65,-75,-37,25
2020-04-30,IN_GA,-75,-45,-74,-50,-43,23
2020-04-30,IN_GJ,-87,-54,-68,-61,-64,34
2020-04-30,IN_HP,-72,-33,-34,-31,-42,16
2020-04-30,IN_HR,-82,-43,-88,-71,-65,30
2020-04-30,IN_JH,-81,-41,-48,-60,-41,21
2020-04-30,IN_JK,-20,91,182,139,63,21
2020-04-30,IN_KA,-83,-41,-70,-58,-67,32
2020-04-30,IN_KL,-83,-27,-8,-46,-50,29
2020-04-30,IN_LD,,,14,,-13,
2020-04-30,IN_MH,-87,-52,-74,-75,-73,36
2020-04-30,IN_ML,-73,-48,-21,-32,-35,20
2020-04-30,IN_MN,-81,-25,-16,-34,-34,13
2020-04-30,IN_MP,-83,-46,-69,-64,-55,27
2020-04-30,IN_MZ,-83,-32,-14,-37,-40,11
2020-04-30,IN_NL,-78,-52,-61,-61,-36,16
2020-04-30,IN_OR,-81,-39,-33,-59,-39,19
2020-04-30,IN_PB,-83,-48,-75,-69,-61,26
2020-04-30,IN_PY,-86,-50,-75,-47,-51,35
2020-04-30,IN_RJ,-81,-34,-76,-62,-54,24
2020-04-30,IN_SK,-76,-61,-42,-69,-27,15
2020-04-30,IN_TG,-89,-49,-67,-69,-68,33
2020-04-30,IN_TN,-84,-32,-41,-56,-65,34
2020-04-30,IN_TR,-81,-28,-11,-54,-26,17
2020-04-30,IN_UP,-82,-36,-56,-70,-56,25
2020-04-30,IN_UT,-78,-39,-60,-58,-46,24
2020-04-30,IN_WB,-86,-38,-53,-68,-57,26
2020-04-30,IQ,-40,-16,-26,-36,-25,16
2020-04-30,IT,-71,-23,-67,-71,-57,26
2020-04-30,IT_25,-77,-34,-75,-79,-61,31
2020-04-30,IT_34,-67,-11,-59,-69,-50,25
2020-04-30,IT_42,-68,-24,-64,-66,-55,26
2020-04-30,IT_45,-71,-21,-67,-69,-53,27
2020-04-30,IT_52,-70,-25,-70,-67,-55,28
2020-04-30,IT_55,-70,-22,-60,-60,-51,25
2020-04-30,IT_57,-68,-20,-66,-64,-56,28
2020-04-30,IT_62,-72,-22,-74,-75,-62,29
2020-04-30,IT_65,-68,-23,-67,-71,-55,24
2020-04-30,IT_67,-65,-27,-66,-58,-54,22
2020-04-30,IT_72,-72,-22,-68,-70,-58,25
2020-04-30,IT_75,-66,-21,-62,-72,-54,22
2020-04-30,IT_77,-66,-18,-50,-63,-54,21
2020-04-30,IT_78,-72,-28,-66,-73,-56,23
2020-04-30,IT_82,-68,-21,-64,-70,-57,22
2020-04-30,IT_88,-72,-26,-65,-65,-53,22
2020-04-30,JM,-54,-45,-56,-57,-50,27
2020-04-30,JO,-45,-20,-44,-84,-48,21
2020-04-30,JP,-30,4,8,-47,-32,16
2020-04-30,JP_01,-23,7,22,-42,-24,11
2020-04-30,JP_02,-16,5,19,-36,-20,9
2020-04-30,JP_03,-12,5,21,-43,-19,10
2020-04-30,JP_04,-25,3,16,-51,-27,15
2020-04-30,JP_05,-15,5,51,-35,-18,9
2020-04-30,JP_06,-16,5,49,-44,-23,11
2020-04-30,JP_07,-16,2,20,-43,-25,13
2020-04-30,JP_08,-17,2,5,-52,-30,16
2020-04-30,JP_09,-19,2,14,-50,-26,15
2020-04-30,JP_10,-21,3,18,-46,-26,14
2020-04-30,JP_11,-23,6,20,-49,-36,19
2020-04-30,JP_12,-29,4,22,-50,-37,19
2020-04-30,JP_13,-54,-1,-4,-57,-50,26
2020-04-30,JP_14,-35,9,26,-50,-45,23
2020-04-30,JP_15,-15,5,31,-46,-21,11
2020-04-30,JP_16,-23,1,30,-45,-24,13
2020-04-30,JP_17,-25,4,29,-55,-32,16
2020-04-30,JP_18,-23,4,28,-40,-24,13
2020-04-30,JP_19,-21,3,-14,-50,-26,13
2020-04-30,JP_20,-22,4,5,-49,-23,12
2020-04-30,JP_21,-25,6,-8,-46,-26,14
2020-04-30,JP_22,-26,6,-6,-48,-25,14
2020-04-30,JP_23,-27,4,15,-49,-28,16
2020-04-30,JP_24,-20,3,-2,-49,-26,14
2020-04-30,JP_25,-15,5,13,-51,-33,15
2020-04-30,JP_26,-31,2,3,-50,-33,15
2020-04-30,JP_27,-39,2,12,-48,-34,17
2020-04-30,JP_29,-20,8,0,-43,-30,14
2020-04-30,JP_30,-20,3,7,-40,-21,10
2020-04-30,JP_31,-13,6,16,-39,-19,9
2020-04-30,JP_32,-18,3,4,-34,-19,10
2020-04-30,JP_33,-20,5,6,-45,-21,11
2020-04-30,JP_34,-28,6,11,-46,-28,14
2020-04-30,JP_35,-16,5,4,-40,-23,12
2020-04-30,JP_36,-22,4,1,-40,-16,9
2020-04-30,JP_37,-24,5,-8,-45,-22,12
2020-04-30,JP_38,-22,4,10,-37,-18,10
2020-04-30,JP_40,-29,1,15,-52,-29,15
2020-04-30,JP_41,-21,2,-10,-51,-20,11
2020-04-30,JP_42,-21,4,-1,-38,-20,10
2020-04-30,JP_43,-22,3,3,-35,-21,11
2020-04-30,JP_45,-19,5,0,-36,-16,9
2020-04-30,JP_46,-21,4,0,-43,-16,9
2020-04-30,JP_47,-37,-7,-35,-57,-27,15
2020-04-30,KE,-38,-27,-25,-35,-34,22
2020-04-30,KG,-68,-54,-29,-65,-61,20
2020-04-30,KH,-29,-20,-15,-49,-23,10
2020-04-30,KR,6,29,158,-6,-54,11
2020-04-30,KW,-69,-49,-59,-60,-57,35
2020-04-30,KZ,-54,-37,-23,-44,-51,18
2020-04-30,LA,-45,-26,-11,-56,-36,12
2020-04-30,LB,-43,-14,-15,-63,-45,13
2020-04-30,LI,,,,-33,-28,
2020-04-30,LK,-68,-55,-38,-59,-56,34
2020-04-30,LT,-30,1,84,-35,-44,12
2020-04-30,LU,-62,-20,-43,-61,-62,27
2020-04-30,LV,-15,1,40,-30,-38,10
2020-04-30,LY,-37,-13,-12,-35,-24,17
2020-04-30,MD,-39,-25,-14,-49,-48,15
2020-04-30,MK,-42,0,16,-43,-47,12
2020-04-30,ML,-22,-17,-5,-40,-12,14
2020-04-30,MM,-52,-34,-13,-48,-36,18
2020-04-30,MN,1,20,28,1,2,-1
2020-04-30,MT,-52,-13,-12,-40,-52,22
2020-04-30,MU,-77,-59,-72,-84,-78,33
2020-04-30,MX,-47,-10,-45,-57,-49,20
2020-04-30,MX_AGU,-47,-5,-37,-57,-48,20
2020-04-30,MX_BCN,-48,-6,-35,-56,-51,21
2020-04-30,MX_BCS,-60,-20,-64,-70,-55,24
2020-04-30,MX_CAM,-54,-14,-53,-50,-51,21
2020-04-30,MX_CHH,-44,-3,-34,-55,-49,19
2020-04-30,MX_CHP,-44,-9,-38,-49,-40,15
2020-04-30,MX_CMX,-61,-23,-61,-62,-60,26
2020-04-30,MX_COA,-40,0,-44,-47,-48,19
2020-04-30,MX_COL,-43,-8,-35,-52,-37,15
2020-04-30,MX_DUR,-35,-5,-44,-44,-42,15
2020-04-30,MX_GRO,-52,-15,-46,-55,-46,16
2020-04-30,MX_GUA,-43,-6,-43,-47,-44,18
2020-04-30,MX_HID,-37,-5,-34,-52,-48,18
2020-04-30,MX_JAL,-43,-8,-41,-55,-43,18
2020-04-30,MX_MEX,-40,-7,-38,-55,-49,21
2020-04-30,MX_MIC,-41,-9,-29,-43,-36,13
2020-04-30,MX_MOR,-47,-13,-44,-45,-44,18
2020-04-30,MX_NAY,-53,-18,-55,-46,-46,17
2020-04-30,MX_OAX,-49,-18,-51,-47,-43,16
2020-04-30,MX_PUE,-44,-7,-39,-40,-49,18
2020-04-30,MX_QUE,-49,-12,-45,-41,-49,22
2020-04-30,MX_ROO,-71,-34,-71,-83,-63,31
2020-04-30,MX_SIN,-50,-15,-46,-60,-51,19
2020-04-30,MX_SON,-44,-8,-36,-51,-50,18
2020-04-30,MX_TAB,-56,-27,-49,-55,-51,22
2020-04-30,MX_TAM,-36,1,-40,-47,-45,18
2020-04-30,MX_TLA,-34,-4,-30,-40,-46,17
2020-04-30,MX_VER,-36,-4,-35,-39,-39,14
2020-04-30,MX_ZAC,-48,-14,-49,-51,-46,17
2020-04-30,MY,-76,-33,-56,-73,-56,35
2020-04-30,MZ,-15,-2,-20,-15,-12,10
2020-04-30,NE,-21,-12,-24,-34,-20,14
2020-04-30,NG,-56,-45,-51,-54,-50,30
2020-04-30,NI,-16,-3,-11,-16,-9,6
2020-04-30,NL,-37,-7,13,-60,-47,17
2020-04-30,NO,-5,39,51,-34,-38,9
2020-04-30,NO_03,-31,25,12,-51,-55,17
2020-04-30,NO_11,0,35,35,-32,-34,8
2020-04-30,NO_15,5,44,122,7,-29,4
2020-04-30,NO_18,8,42,91,-31,-27,2
2020-04-30,NO_30,7,47,57,-46,-39,11
2020-04-30,NO_34,4,41,44,-24,-35,8
2020-04-30,NO_38,4,45,25,-21,-33,9
2020-04-30,NO_42,-7,36,4,-21,-35,11
2020-04-30,NO_46,-5,35,35,-9,-36,8
2020-04-30,NO_50,0,43,143,-31,-39,7
2020-04-30,NO_54,-12,40,84,-30,-33,3
2020-04-30,NP,-73,-59,-45,-65,-61,23
2020-04-30,NZ,-81,-25,-53,-69,-46,24
2020-04-30,OM,-55,-39,-48,-68,-41,23
2020-04-30,PA,-70,-35,-61,-69,-68,36
2020-04-30,PE,-78,-56,-69,-78,-71,37
2020-04-30,PE_AMA,,,-58,-87,-42,
2020-04-30,PE_ANC,-73,-55,-57,-83,-61,30
2020-04-30,PE_ARE,-76,-60,-64,-74,-66,35
2020-04-30,PE_AYA,-70,-60,-63,-83,-55,31
2020-04-30,PE_CAJ,-72,-59,-62,-80,-56,29
2020-04-30,PE_HUV,,,-37,-66,-46,
2020-04-30,PE_ICA,-71,-52,-66,-85,-58,31
2020-04-30,PE_LAL,-75,-50,-63,-73,-63,31
2020-04-30,PE_LAM,-79,-63,-64,-84,-68,33
2020-04-30,PE_LOR,-74,-60,-63,-63,-59,32
2020-04-30,PE_MDD,-69,-54,-55,-60,-45,
2020-04-30,PE_MOQ,-68,-64,-71,-89,-57,
2020-04-30,PE_PAS,,,-60,,-46,
2020-04-30,PE_PIU,-73,-61,-62,-81,-63,31
2020-04-30,PE_PUN,-68,-59,-55,-75,-55,31
2020-04-30,PE_TAC,-75,-55,-68,-80,-63,34
2020-04-30,PE_TUM,-63,-51,-62,-86,-53,
2020-04-30,PE_UCA,-71,-51,-63,-82,-60,33
2020-04-30,PG,-15,4,-13,-31,9,8
2020-04-30,PH,-82,-50,-54,-79,-69,34
2020-04-30,PK,-57,-43,-30,-50,-42,19
2020-04-30,PL,-28,18,25,-44,-38,10
2020-04-30,PR,-55,-33,-53,-71,-52,26
2020-04-30,PT,-60,-19,-42,-66,-57,27
2020-04-30,PT_20,-65,-31,-46,-73,-57,25
2020-04-30,PT_30,-72,-41,-63,-58,-63,29
2020-04-30,PY,-43,-20,-43,-54,-32,19
2020-04-30,QA,-57,-27,-49,-56,-39,29
2020-04-30,RE,-86,-70,-91,-79,-55,
2020-04-30,RO,-53,-24,-35,-58,-48,16
2020-04-30,RS,-40,7,0,-46,-50,10
2020-04-30,RW,-62,-58,-17,-69,-55,30
2020-04-30,SA,-61,-33,-65,-78,-49,29
2020-04-30,SE,-9,14,44,-35,-33,9
2020-04-30,SG,-67,-24,-70,-67,-69,43
2020-04-30,SI,-36,19,12,-41,-51,14
2020-04-30,SK,-48,10,49,-46,-39,12
2020-04-30,SN,-43,-28,-27,-53,-34,19
2020-04-30,SV,-63,-41,-58,-63,-60,30
2020-04-30,TG,-25,-9,-4,-28,-14,18
2020-04-30,TH,-44,-2,-39,-47,-28,14
2020-04-30,TJ,-31,-23,-21,-38,-18,7
2020-04-30,TR,-49,18,-20,-49,-42,16
2020-04-30,TT,-59,-21,-47,-73,-58,26
2020-04-30,TW,-8,5,-4,-15,6,-2
2020-04-30,TZ,-26,-8,-12,-18,-23,12
2020-04-30,UG,-65,-51,-26,-71,-52,30
2020-04-30,US,-34,-9,-7,-47,-47,19
2020-04-30,US_AK,-16,0,44,-39,-37,14
2020-04-30,US_AL,-18,3,15,-18,-37,14
2020-04-30,US_AR,-8,11,80,-14,-34,10
2020-04-30,US_AZ,-30,-8,-19,-36,-46,16
2020-04-30,US_CA,-47,-12,-24,-50,-50,21
2020-04-30,US_CO,-32,-10,40,-48,-51,19
2020-04-30,US_CT,-42,-18,-24,-55,-51,23
2020-04-30,US_DC,-66,-39,-77,-81,-71,31
2020-04-30,US_DE,-38,-20,-32,-48,-48,21
2020-04-30,US_FL,-40,-19,-47,-53,-46,19
2020-04-30,US_GA,-23,-4,-15,-44,-45,18
2020-04-30,US_HI,-48,-25,-57,-65,-46,21
2020-04-30,US_IA,-25,5,154,-12,-40,15
2020-04-30,US_ID,-22,-2,56,-19,-41,14
2020-04-30,US_IL,-35,-3,-4,-49,-50,21
2020-04-30,US_IN,-27,-3,4,-22,-44,19
2020-04-30,US_KS,-24,-4,136,-13,-43,16
2020-04-30,US_KY,-24,1,-1,-28,-44,17
2020-04-30,US_LA,-22,3,-2,-34,-39,15
2020-04-30,US_MA,-47,-20,-23,-70,-58,26
2020-04-30,US_MD,-44,-27,-44,-62,-57,27
2020-04-30,US_ME,-33,-7,10,-43,-42,17
2020-04-30,US_MI,-39,-13,6,-48,-57,23
2020-04-30,US_MN,-30,-4,127,-47,-48,18
2020-04-30,US_MO,-21,3,79,-22,-43,15
2020-04-30,US_MS,-10,6,15,-14,-35,12
2020-04-30,US_MT,-23,5,43,-21,-35,12
2020-04-30,US_NC,-29,-7,-17,-45,-44,18
2020-04-30,US_ND,-24,-2,72,-19,-34,14
2020-04-30,US_NE,-22,0,105,-6,-40,15
2020-04-30,US_NH,-35,-13,-10,-42,-46,21
2020-04-30,US_NJ,-56,-23,-38,-67,-59,28
2020-04-30,US_NM,-25,0,9,-22,-45,17
2020-04-30,US_NV,-36,-8,-36,-50,-52,19
2020-04-30,US_NY,-58,-21,-45,-69,-58,26
2020-04-30,US_OH,-29,-5,10,-28,-46,19
2020-04-30,US_OK,-10,10,68,-9,-38,12
2020-04-30,US_OR,-31,-4,26,-39,-47,16
2020-04-30,US_PA,-42,-19,-29,-52,-51,22
2020-04-30,US_RI,-39,-15,-17,-62,-50,22
2020-04-30,US_SC,-21,-1,-24,-23,-39,16
2020-04-30,US_SD,-17,8,151,-4,-36,13
2020-04-30,US_TN,-18,2,0,-25,-39,14
2020-04-30,US_TX,-25,-6,13,-35,-45,18
2020-04-30,US_UT,-24,-5,70,-38,-47,17
2020-04-30,US_VA,-38,-18,-30,-52,-50,22
2020-04-30,US_VT,-43,-21,-19,-54,-51,21
2020-04-30,US_WA,-33,-7,17,-52,-52,20
2020-04-30,US_WI,-32,-5,94,-25,-42,18
